track,vector
0azC730Exh71aQlOt9Zj3y,5.488719 -3.5445602 6.4525986 -2.9233599 -1.3217638
2CPqh63wRVscbceKcPxwvv,6.893019 -3.697127 6.553894 0.73648024 1.8439809
6fujklziTHa8uoM5OQSfIo,6.512145 2.3040805 5.7570586 -1.0645694 0.6803297
6JV2JOEocMgcZxYSZelKcc,4.0750284 -3.6480348 3.7683105 -3.3703043 -2.2189105
343YBumqHu19cGoGARUTsd,6.4446163 2.2005036 4.9212317 -1.2195501 2.028896
5qqabIl2vWzo9ApSC317sa,5.3919044 -1.1540833 -4.6449485 1.1845838 -3.1876743
0XUfyU2QviPAs6bxSpXYG4,5.9746327 6.559983 -0.7828498 -1.1383637 -5.160346
17Fd6Yb7mSbinKG8LoWfFl,4.2094197 -3.4162922 4.6247115 -3.5523765 -1.24518
7GX5flRQZVHRAGd6B4TmDO,8.171268 5.4598703 3.8602707 0.6286648 1.2313012
69bp2EbF7Q2rqc5N3ylezZ,5.7525706 -2.5585608 2.9467487 -6.427436 -2.117694
6eT7xZZlB2mwyzJ2sUKG6w,5.7651296 3.2662218 3.2817605 -2.568906 1.3690661
6C7RJEIUDqKkJRZVWdkfkH,4.744299 5.3348045 1.2072009 -2.817523 -2.9347627
12qZHAeOyTf93YAWvGDTat,4.859727 0.7386341 -4.0712347 1.8455726 -1.9054424
2XMTqoHHSH0lvuXrvIEdco,6.577175 -4.2074723 5.848078 -0.8101199 0.827447
6RUKPb4LETWmmr3iAEQktW,4.218636 -0.6748189 4.0800548 2.2456832 2.1010776
04DwTuZ2VBdJCCC5TROn7L,6.7129517 -4.103671 6.2291207 -0.24993868 2.0426974
7o2CTH4ctstm8TNelqjb51,6.86051 -2.2693303 -0.9448632 2.9216616 -7.3229218
1mqlc0vEP9mU1kZgTi6LIQ,3.628608 0.32080662 -1.0256505 2.6385238 -3.8816712
4tCtwWceOPWzenK2HAIJSb,5.251302 -3.6074443 5.1755786 -3.5185995 -1.3173603
1wHZx0LgzFHyeIZkUydNXq,6.5124145 2.1236007 4.146 -6.1331024 -0.86458963
3S0OXQeoh0w6AY8WQVckRW,5.1521487 0.4857845 -4.0860395 2.7391782 -1.5417845
3kxfsdsCpFgN412fpnW85Y,5.668384 4.1928167 2.9547951 1.0001339 1.9244357
4w7yrP4RAeeyhfG9nJqQvS,6.638375 4.3171043 3.7283618 -3.699933 -0.3992735
5OOkp4U9P9oL23maHFHL1h,5.4834747 0.23011272 6.0951033 -4.611942 -1.4009032
3pzjHKrQSvXGHQ98dx18HI,5.9764423 -3.1111178 2.8641002 -7.281775 -2.1379576
7KOlJ92bu51cltsD9KU5I7,7.5150795 4.9747787 3.7803838 -0.54728764 1.1664852
1fDsrQ23eTAVFElUMaf38X,4.9159656 -1.7003269 -1.8308475 2.8299363 -5.2376924
4X5f3vT8MRuXF68pfjNte5,6.903273 5.2155914 4.400138 -3.347411 -0.72161055
6p8NuHm8uCGnn2Dtbtf7zE,8.04921 5.1684484 3.0366771 0.20440571 1.1392894
7hDc8b7IXETo14hHIHdnhd,5.8221474 4.417868 2.955195 0.4474366 1.5206003
62vpWI1CHwFy7tMIcSStl8,6.3195286 1.8173072 3.1018853 -5.921455 0.1571077
5Q0Nhxo0l2bP3pNjpGJwV1,2.8008301 0.77041036 -1.2626123 -2.7357833 -2.395635
25khomWgBVamSdKw7hzm3l,4.7195377 -0.69671065 4.2761164 -4.220898 -0.82866126
5uDASfU19gDxSjW8cnCaBp,6.093693 3.7292893 4.4817996 -1.7101688 1.0136685
1AhDOtG9vPSOmsWgNW0BEY,5.4151034 -1.5851291 -1.0302022 2.9613488 -6.4287353
2jyjhRf6DVbMPU5zxagN2h,5.2411566 -4.758914 -2.4129152 1.6677281 -0.5113751
6RrXd9Hph4hYR4bf3dbM6H,5.139659 2.0514965 -2.0428824 4.5641217 -4.544491
6ZYS6QQxTLsQ6IFXdVx1r4,4.4416537 -6.244187 0.8207689 -0.06541005 -0.6865382
6WhzFzROw3aq3rPWjgYlxr,5.2641463 -3.4757214 4.8575892 -1.898394 -0.5916839
0WqIKmW4BTrj3eJFmnCKMv,3.3731248 2.8031833 -2.2145448 -1.1577384 -3.9100869
6fxVffaTuwjgEk5h9QyRjy,3.4994867 -5.3639145 -0.08734574 -1.3359364 -0.6338642
3n69hLUdIsSa1WlRmjMZlW,3.5436165 -1.3222532 -0.7267347 2.599155 0.9071098
4Q3N4Ct4zCuIHuZ65E3BD4,6.8914375 4.6973734 2.481533 0.19330278 1.0378948
6HZILIRieu8S0iqY8kIKhj,6.954544 4.5480547 4.542118 -0.052014306 -0.105503574
4bHsxqR3GMrXTxEPLuK5ue,5.3808312 -1.2678641 -1.7624396 3.6292784 -5.725482
2GiJYvgVaD2HtM8GqD9EgQ,3.4996405 -4.1729927 1.6570922 0.957242 0.2389548
0v9Wz8o0BT8DU38R4ddjeH,6.6867623 2.4742234 6.2254004 -1.8905979 -0.2366518
0i5el041vd6nxrGEU8QRxy,4.91587 -3.102499 -4.043795 -2.203795 -0.8449931
2hKdd3qO7cWr2Jo0Bcs0MA,4.309231 -1.9895395 -2.1661024 2.9664195 -3.693641
40riOy7x9W7GXjyGp4pjAv,5.1022654 -0.8042855 -1.9837388 2.4012558 -5.8240185
03fT3OHB9KyMtGMt2zwqCT,4.675072 1.7585294 -4.957759 -3.174498 0.13920677
4llK75pXNWZz6KAho2Gp16,4.757619 1.3730108 -3.8480935 1.6351678 -2.2376304
1mr3616BzLdhXfJmLmRsO8,3.7968674 2.247113 -3.6926975 -2.122184 -1.6405585
2gZUPNdnz5Y45eiGxpHGSc,3.6979554 3.6508625 3.5238187 -1.546934 -3.7540777
72jbDTw1piOOj770jWNeaG,4.918018 -3.045547 4.2738934 0.43985426 2.6005256
5NQbUaeTEOGdD6hHcre0dZ,5.7285833 -0.16380824 3.385464 -5.965488 -0.507811
0KKkJNfGyhkQ5aFogxQAPU,4.5670543 1.5966465 5.471228 1.2443483 0.7716478
5KY7zgFeH2GWoL1zP9mME6,5.3598056 5.6138315 0.98372126 -3.3892903 -2.9097013
7GJClzimvMSghjcrKxuf1M,3.0945103 -2.1515217 -0.90126127 2.1594572 -0.8478599
12REd1n8PeiHHWOh066tpr,5.0667024 -4.6451225 5.064175 -0.9888821 0.5108523
6g1NlCpW7fgqDnWbCCDrHl,4.0881243 -3.4287827 -3.2550542 -1.0397785 -1.1537808
7129iqBafaphfc3WPCGC0L,3.7974365 -4.651193 2.1638236 -1.4845011 -1.7269732
1Ser4X0TKttOvo8bgdytTP,4.5075417 2.7605925 3.9556682 -3.818529 -1.2927705
0IqKeD8ZSP72KbGYyzEcAs,4.0031586 -3.4686894 -1.8866757 2.1301801 0.16793229
5fVZC9GiM4e8vu99W0Xf6J,3.7571194 -0.94776 -3.008714 1.3246979 -0.47469476
3hB5DgAiMAQ4DzYbsMq1IT,5.015765 -4.05016 3.0666318 -4.0183163 -0.9266659
6Ep6BzIOB9tz3P4sWqiiAB,3.7607205 -1.7186341 -3.3534877 -0.4460407 -0.39036193
7wGoVu4Dady5GV0Sv4UIsx,4.1445637 3.5002637 2.1142166 -0.27498943 1.5711775
1lzr43nnXAijIGYnCT8M8H,5.349817 6.873984 -1.2959516 -0.10864258 -2.5569637
3yrSvpt2l1xhsV9Em88Pul,4.977211 -1.081556 -1.2764603 3.4387715 -4.828813
2KpCpk6HjXXLb7nnXoXA5O,4.7650905 3.6101663 2.0004623 -3.1364338 -1.1992909
0pSBuHjILhNEo55xK1zrRt,4.8464375 3.0364513 3.197048 -0.77423066 1.0276169
2Oehrcv4Kov0SuIgWyQY9e,4.853944 -2.4002817 -3.687429 0.7893149 -0.90349346
4RCWB3V8V0dignt99LZ8vH,5.505424 1.3310382 -2.9732919 4.079311 -2.8054285
3ZFTkvIE7kyPt6Nu3PEa7V,3.2786732 2.932295 -1.9699649 -2.9802918 -3.4853942
70cTMpcgWMcR18t9MRJFjB,3.9548795 1.3626702 -3.8750806 -0.164897 -3.1456728
6YbhspuOar1D9WSSnfe7ds,2.3458617 0.645869 0.22591078 -0.9915345 0.11023165
6Ius4TC0L3cN74HT7ENE6e,5.5664663 3.6761773 2.9399467 -3.937283 -0.13211708
0d8ZbnRoW1TJ3qEleTrYHH,4.2690415 1.6416242 -2.640357 1.2189093 -4.6649513
5masKPHeAOVNgxdLebIcK7,4.136476 -3.8102388 3.5419753 -2.5457594 -0.8117172
6i0V12jOa3mr6uu4WYhUBr,6.0579367 -3.6881251 5.3055363 -0.6752682 0.87839895
6rbeWjEavBHvX2kr6lSogS,4.050764 3.652218 1.3170494 -3.5372539 -1.4020231
5RsUlxLto4NZbhJpqJbHfN,4.4931135 -0.99357194 -0.7465424 2.578624 -4.820563
0CcQNd8CINkwQfe1RDtGV6,2.9803882 0.22125724 0.8961372 1.7951785 1.2432823
53QF56cjZA9RTuuMZDrSA6,4.087732 -1.4864401 -2.8235292 1.7269338 -0.6792503
42et6fnHCw1HIPSrdPprMl,4.4814305 0.9123482 -4.088809 1.1327755 -3.4242013
2Z2vOukzwOgqR4dkymRSWd,4.8100963 -2.0390596 -3.881589 1.5860555 -2.990959
7w5cxTEzp1rfV3KCy0Bd5N,4.004404 -1.7310076 -1.8771778 2.1824496 -1.54106
1Tt4sE4pXi57mTD1GCzsqm,5.5841575 -1.9624369 5.188777 -3.5450315 -1.0591216
5tz69p7tJuGPeMGwNTxYuV,5.1279035 3.5235176 2.9207945 0.9312113 1.7227557
3CRDbSIZ4r5MsZ0YwxuEkn,4.71006 -5.6153398 1.1848215 -4.294745 -2.331462
7t5m6zRwIEBxmPt8lNoPPi,4.719125 0.37678453 4.6618214 -3.021744 0.8866547
4OZEu0Vwq0RB2LAq14v99n,4.847045 -1.8388317 4.8589272 -3.227758 -0.17189254
3pXF1nA74528Edde4of9CC,5.4713125 2.4710038 4.169828 -3.2946167 0.20839216
4BP3uh0hFLFRb5cjsgLqDh,6.0372353 -1.6645037 -1.611967 3.82009 -5.8156586
2Z8WuEywRWYTKe1NybPQEW,5.9504757 -5.3360734 3.3271518 -1.4964763 -0.67205495
7hsLKGEnoiNShdIGL6ws1f,3.5955284 -1.5019103 -2.3290653 -1.9044976 0.35658115
4kbj5MwxO1bq9wjT5g9HaA,2.7874737 -3.207858 1.2350705 -1.5632274 -0.51565677
6mapJIPnQ23RTAevUoE0DL,6.1542726 3.7545266 3.7336562 -0.4227434 0.7730079
2FBUoWkIuQXwayw2RNo5l6,4.9898896 -1.7908748 2.9938416 -6.030766 -1.1847697
7EiZI6JVHllARrX9PUvAdX,5.0052767 2.0958157 4.5297904 -2.9943476 0.08567902
2fQrGHiQOvpL9UgPvtYy6G,5.2876067 4.0940266 2.9415016 0.66568756 0.87242514
1yxgsra98r3qAtxqiGZPiX,5.5309467 3.9008424 2.5815048 0.2740725 0.7402449
3ZMv9EzGoteNi5Qnx0KpEO,3.3828235 -2.0607631 -1.8839902 1.628868 -1.0534059
0GO8y8jQk1PkHzS31d699N,3.6743002 -4.606263 -1.4517539 0.2891173 -1.7019233
3cHyrEgdyYRjgJKSOiOtcS,2.2806616 -0.825847 -0.6321967 -2.2826838 -0.79167396
4bPQs0PHn4xbipzdPfn6du,4.4931836 -0.7145749 -3.9925518 0.9911594 -1.8289492
439TlnnznSiBbQbgXiBqAd,6.010551 4.2378163 3.1885357 -2.5116332 0.2472101
6mghCOaaSvrke0z1EUVUIf,4.9020324 1.1521708 -3.0018892 2.38723 -3.5348063
75JFxkI2RXiU7L9VXzMkle,3.3358235 -1.8862957 -2.1731396 1.5017643 -0.451795
1QEEqeFIZktqIpPI4jSVSF,5.5024176 -1.8718444 -1.843142 1.6287926 -6.1615896
34oWbFBfGEElvgO0a5c9V4,6.2860556 4.1009803 3.6652257 -1.0283715 0.8894794
1VdZ0vKfR5jneCmWIUAMxK,3.7076883 -3.4886773 -0.8276505 1.7664592 0.1439715
3nAq2hCr1oWsIU54tS98pL,5.047561 2.1112401 4.8685193 -2.5459313 -0.48226753
40YcuQysJ0KlGQTeGUosTC,5.0177336 -2.8705447 3.7692192 -3.9163594 -1.0351119
4KW1lqgSr8TKrvBII0Brf8,5.509252 3.2141576 4.775852 -1.9469398 0.7447104
7wwifjNAb172PtDpKK3CoR,4.9015727 3.25841 2.8771594 -2.4227204 0.52269197
4E5P1XyAFtrjpiIxkydly4,4.105198 3.7531285 -1.0947073 -1.7101308 -1.9651347
1hGy2eLcmC8eKx7qr1tOqx,4.202165 3.4096606 -2.0874543 -1.1970034 -3.4162562
6fwdbPMwP1zVStm8FybmkO,5.67755 3.4144173 3.8715327 -1.139236 0.5593005
6vECYJHxYmm3Ydt3fF01pE,5.3531995 -3.839156 -3.2344823 1.6205047 -1.0187199
6875MeXyCW0wLyT72Eetmo,5.5935516 -3.5308776 4.7796726 -0.5562401 1.4139581
7mldq42yDuxiUNn08nvzHO,3.5184748 1.2822797 -0.83572257 1.4197671 1.5294619
3DXncPQOG4VBw3QHh3S817,5.1229606 3.2823884 2.984562 -0.09452778 0.7765867
7vFoFDWqTX0mHzLfrF1Cfy,3.5429525 -4.1182857 1.4571512 -3.280928 -0.7385485
6SwRhMLwNqEi6alNPVG00n,5.3741255 3.1584098 3.5358336 0.29834822 0.8575027
43PuMrRfbyyuz4QpZ3oAwN,5.1257253 0.59598804 4.4825945 -4.6831017 -0.9929957
7tr2za8SQg2CI8EDgrdtNl,5.7849784 3.4410074 3.8131788 0.7652105 1.6891699
2H3ZUSE54pST4ubRd5FzFR,5.084426 -1.7144704 -2.1573355 2.3897421 -4.9137225
1ivHxaGL5ld9VS1zsYc4YN,4.980855 -3.5376627 -1.6003236 2.8481762 -0.008045868
0L7loeTIg6akW84aEQZpCT,4.0083046 -2.1448817 4.3544655 -2.706454 -0.42105645
4Pwjz3DfvfQWV0rO2V8jyh,5.5242863 3.711742 2.4319735 -3.9597867 -0.99329066
19a3JfW8BQwqHWUMbcqSx8,4.4743824 2.1364505 3.7654743 -3.605531 -0.5573579
5JuA3wlm0kn7IHfbeHV0i6,3.2031393 -1.5070555 -0.6082064 1.0876595 0.056926526
1e1JKLEDKP7hEQzJfNAgPl,5.4210935 4.122123 2.3837485 0.10842063 0.9364918
4YPhn26bIFm2KUkL1VLzQG,4.724101 -0.38133925 -3.8884954 1.3573679 -2.021816
66hayvUbTotekKU3H4ta1f,3.5878837 -2.8080604 2.258285 -3.9153829 -1.073718
6NxsCnLeLd8Ai1TrgGxzIx,5.2618303 -0.98714155 -1.462527 3.1054554 -5.1039486
20dP2DaMHIAmwWAbp7peSr,5.1099977 3.6908808 4.1785197 -0.34816292 0.6656388
5b9iBVhfYxDF4JJcHrNIx5,3.503211 -1.8106415 -1.2592363 1.6308283 0.089133374
5oQcOu1omDykbIPSdSQQNJ,3.4833646 0.7161303 -2.409604 0.34720296 -2.1473153
1jdNcAD8Ir58RlsdGjJJdx,4.282431 -4.216595 -1.6344393 1.3443255 -1.61999
7KwZNVEaqikRSBSpyhXK2j,4.573741 5.2258506 1.2805681 -0.29825765 -2.707332
5XzmZjXhMjDHr7ZfJ6DELQ,2.6492808 -0.3264152 -0.1839559 -3.0433044 -0.86560684
4VrWlk8IQxevMvERoX08iC,3.4443774 -3.9271078 -1.5351943 -1.0901632 -1.60851
5Z3GHaZ6ec9bsiI5BenrbY,4.410891 4.248278 1.6802868 1.4746566 1.5978934
27SdWb2rFzO6GWiYDBTD9j,3.910106 -3.557322 4.1996307 -2.4131248 -1.1755593
2LawezPeJhN4AWuSB0GtAU,5.054333 -1.2001336 -1.4793695 2.8640797 -4.9124484
2CvOqDpQIMw69cCzWqr5yr,3.1105056 0.9277673 -2.4583967 -0.8246274 -2.8176122
6hmhG1b4LEyNuashVvuIAo,3.9132738 -3.7061625 3.8270154 -1.1932259 -0.14508636
3KYiA4vq6RPO1dE2XROXd8,5.8176565 -1.9575582 -0.8291365 3.0888786 -6.526485
0J6mQxEZnlRt9ymzFntA6z,5.350951 -1.9287343 -1.0202209 2.6297855 -6.0269027
4sPmO7WMQUAf45kwMOtONw,3.0261436 -2.5308836 -0.3882693 -3.5722275 -0.7422665
0lmdsH1MIoLsMymnNpd6HU,5.329387 -2.9442976 5.4080167 -0.42881086 0.74728084
5uCax9HTNlzGybIStD3vDh,3.4409919 -2.0505133 2.6696403 2.3670344 1.3398829
5ghIJDpPoe3CfHMGu71E6T,4.870333 -0.28291634 -4.824029 0.12500624 -2.9382281
78WVLOP9pN0G3gRLFy1rAa,5.3528852 -0.83917797 -1.5564494 3.2330375 -4.90234
6fAyRZ0GHuuvSOEIOwi58N,4.8126006 2.828692 3.3553839 -2.5540211 0.75871766
11KJSRSgaDxqydKYiD2Jew,5.104656 -2.2151678 4.5419607 -2.436964 -0.6799739
6PGoSes0D9eUDeeAafB2As,5.238062 4.3679495 3.1961384 0.4222074 1.3771437
5edBgVtRD0fvWk140Sl21T,3.7589343 -3.9479995 -1.3570355 1.4207565 -0.31990722
7yCqehT9dKACTFy7YugP0J,5.0722938 -1.461854 5.394558 0.004002746 1.4284815
6vnDoUOHTiVB5DvX18tJon,5.8772016 -3.9004078 5.085542 -1.0665917 1.0131168
3b0EOvScbZUc0qJx0E1L2z,4.233478 -2.258498 -0.8553602 3.1269126 -4.241874
3pndPhlQWjuSoXhcIIdBjv,4.5545845 2.6856585 3.5344203 -1.0736978 0.8013634
03tqyYWC9Um2ZqU0ZN849H,4.226655 3.2699444 2.5424094 -1.5765616 -0.9603312
2fuCquhmrzHpu5xcA1ci9x,4.243629 -1.5030307 -1.343596 2.539728 -4.7419715
5kNe7PE09d6Kvw5pAsx23n,4.261957 -3.0182345 -2.4524982 -0.13587217 0.9913752
4DMKwE2E2iYDKY01C335Uw,4.4701467 -1.0664085 -1.8536028 1.8663065 -4.6293173
32OlwWuMpZ6b0aN2RZOeMS,2.3419292 -0.27073428 -0.54882073 -0.842227 -0.7577185
3d9DChrdc6BOeFsbrZ3Is0,5.4662423 -0.5505505 -4.0524178 0.82817465 -1.9798801
5hgnY0mVcVetszbb85qeDg,2.6972597 -0.61563104 1.6469629 -0.027710814 0.3215413
5yuShbu70mtHXY0yLzCQLQ,5.577105 2.9096177 3.7385871 -0.7630755 0.82395
6RsWqX8zABZLhZydXxEFOm,3.8566582 -2.548354 2.5439126 -4.802696 -0.9700024
0k2GOhqsrxDTAbFFSdNJjT,4.031238 4.8621016 0.9092204 -3.1453917 -1.6847575
3bidbhpOYeV4knp8AIu8Xn,2.3553498 -2.4866574 -0.66558874 -1.254954 -1.9827409
5suEtW2DUAfvroohjzgatb,5.2510576 2.709041 3.289438 -3.3665614 0.11318509
5vdp5UmvTsnMEMESIF2Ym7,5.1841545 -1.0217886 -1.9802542 2.7359045 -5.057695
2iUmqdfGZcHIhS3b9E9EWq,4.110514 -5.1633325 -1.3143636 0.7952984 -2.5788908
2QjOHCTQ1Jl3zawyYOpxh6,3.6278617 -4.047021 -0.66182256 -0.3057825 -0.037066318
2gam98EZKrF9XuOkU13ApN,4.130319 4.558697 -1.1476955 -2.130749 -2.9625843
5GXAXm5YOmYT0kL5jHvYBt,4.1319366 0.31659788 3.6409602 1.918103 2.2857692
0Rz1KXsP4bhGxs0ffySSSn,2.9054458 -0.837451 -2.0439916 -1.480359 -2.052607
11bD1JtSjlIgKgZG2134DZ,4.7149014 -0.5031311 -3.5858786 1.8903048 -0.92233497
0z5ZPs57J2KERwM1tBM2GF,4.5504127 3.929725 3.0048542 -1.7042495 -1.8659624
5CQ30WqJwcep0pYcV4AMNc,4.9431357 -1.0314751 -3.0351822 0.3430765 -4.876954
08zJpaUQVi9FrKv2e32Bah,3.629778 0.9881322 3.6855774 -3.1279855 -0.18410644
1WP1r7fuvRqZRnUaTi2I1Q,4.6165643 -3.8487554 1.3664119 -3.9445908 -1.0483001
2ihCaVdNZmnHZWt0fvAM7B,5.0334506 -3.4168642 -2.8258743 2.578475 -1.3414072
1Slwb6dOYkBlWal1PGtnNg,3.6477635 -3.6618469 -1.4640723 1.13617 -0.5142484
67T6l4q3zVjC5nZZPXByU8,3.661661 2.912767 -2.203195 -1.4540226 -2.5504632
3gbBpTdY8lnQwqxNCcf795,5.046538 -4.6002126 -2.5595264 0.5003748 -0.89457685
5wTMQjEx9LWeFwLjolPCUy,3.969827 2.3679981 -3.4810047 0.8559172 -1.4647042
5l3CML2OnzfNs5RfVgbcLt,2.9838753 0.7363128 -1.6102681 -3.7523985 -0.6572388
0EMmVUYs9ZZRHtlADB88uz,4.087979 -1.8603339 -2.2535229 1.9732372 -3.6010675
4Kz4RdRCceaA9VgTqBhBfa,4.2892013 2.849034 3.324733 -1.5633935 -0.9579807
1f5cbQtDrykjarZVrShaDI,5.8028264 5.0114007 1.9234191 -0.47190824 -0.0007574573
7ID2dydg1QFuWObmdhwzfm,3.6282458 -0.9465017 3.2397516 -3.342455 -0.15369041
6D0b04NJIKfEMg040WioJQ,3.795976 0.20952086 3.2866802 0.6479401 2.0585194
4NYwy0R3NdvORX2B6OZXBT,2.851142 1.3762082 0.17502558 -3.1376343 0.13550372
5b88tNINg4Q4nrRbrCXUmg,3.7474954 -2.087824 -2.442348 -0.014783875 -2.3046265
2ANLarE8yHVsLWW21nj79M,5.4189544 2.8237422 4.4400773 -2.064296 -0.21893269
1wZqJM5FGDEl3FjHDxDyQd,4.328916 2.4036002 3.1704617 -1.2643728 0.96234685
5HuqzFfq2ulY1iBAW5CxLe,3.0672746 -3.375879 -0.19437361 -2.4066935 -0.6428081
1HwpWwa6bnqqRhK8agG4RS,3.8855362 1.9682403 -2.5949268 0.09756982 -3.2120464
2q4rjDy9WhaN3o9MvDbO21,4.471758 3.5625927 -3.2603705 -1.5211916 -2.183636
0bXpmJyHHYPk6QBFj25bYF,2.7315998 -2.0971766 -0.044782914 0.39876106 0.3903817
2aFiaMXmWsM3Vj72F9ksBl,4.0526643 -3.4453044 2.0999842 -3.5370078 -0.82125604
2Nz6aF1umHh5Et6I5H581L,3.9863758 -1.5327278 -1.458144 2.116403 -4.569747
07GvNcU1WdyZJq3XxP0kZa,3.9267375 -1.8913223 -1.6043236 1.6474124 -4.200047
31Q9ZTF9x81BDonlObCbvP,3.9080355 3.435572 2.1969175 -2.8267915 -1.1628388
7DfFc7a6Rwfi3YQMRbDMau,3.180199 1.670124 1.0020335 0.1889739 0.71528
6UaRii9AH6Zss9xNMEQ2M9,2.8830795 1.7259599 -0.4488779 -1.3187344 -2.2110977
41yIvlFgvGwxq8qTqAR7eG,3.3553638 -2.4912016 -1.5134131 1.8351841 -0.0031468668
1rIKgCH4H52lrvDcz50hS8,3.6773605 -2.963629 3.0379846 -2.6475527 -0.5161452
3xdjjKMcMOFgo1eQrfbogM,3.685998 -2.5723493 -2.3423147 -0.7419015 -0.47454453
66TRwr5uJwPt15mfFkzhbi,3.8872933 2.7001941 -2.2063277 -0.78211904 -1.1833305
6b8Be6ljOzmkOmFslEb23P,4.9363966 0.4523167 5.9676595 0.5959213 1.176859
6jG2YzhxptolDzLHTGLt7S,2.7015169 -0.45881373 0.5887376 -1.1264877 0.013919669
6TaqooOXAEcijL6G1AWS2K,2.9621775 -0.6748289 3.2195117 -2.191589 0.815433
7BVwi9cIzSc6tpyxsp47vJ,3.405909 -2.9098275 -1.1672816 1.2608817 -0.29066715
722tgOgdIbNe3BEyLnejw4,3.5263216 3.0538013 3.387118 1.1400719 -0.7607893
01iyCAUm8EvOFqVWYJ3dVX,3.9341283 -2.23849 -2.04845 2.06962 -3.2935603
2LvRR121MWFmmEGkuV2vQP,3.3517475 2.9170485 2.542615 -2.0979166 -0.21388704
7m47Go71qTMBs4kTH7U8F8,3.664409 2.2724912 3.3292217 -2.5978549 -0.98669225
3zByVQLvdXUaDTubfWkpCk,5.2364535 -0.61513096 -2.5427516 2.8148074 -4.240074
46GGxd8TVRt6FjUBfCavVT,2.7880712 -3.4685824 -0.10762674 -1.0542136 -1.4518423
5DiXcVovI0FcY2s0icWWUu,3.5025501 -2.3279922 -2.2501104 -0.2562664 -0.869791
4CJVkjo5WpmUAKp3R44LNb,4.367658 -0.058400758 -2.1172044 1.8415433 -4.6260915
2SiXAy7TuUkycRVbbWDEpo,4.562513 -1.2482045 0.5318251 2.0742695 -6.999943
2bjwRfXMk4uRgOD9IBYl9h,5.868254 3.9196708 2.8104124 0.050547365 0.82184446
4gFXY5yvHayGckJndafYQE,3.9587219 4.427344 0.52282834 -2.0166237 -2.4134116
7JYsArznYOjX2jsrT3UEnL,4.987012 3.0084052 3.2604322 -1.1512846 0.4006318
6qMXubogFdMrvVMJwqATzd,3.8990562 1.9067433 2.8969676 -4.3919907 -0.9326239
4BGJSbB5rAcg4pNzD4gfxU,3.8480062 -0.60079557 -0.23425633 2.9516866 -4.1745243
6cmm1LMvZdB5zsCwX5BjqE,5.2149835 4.634379 -0.11899317 -1.5180486 -1.7854462
