track,vector
5HGibWoxnkYSkl6mHmAlOE,2.0009553 -0.11254146 1.5241119
4WjH9Bzt3kx7z8kl0awxh4,1.5178224 -0.09533001 1.2258614
3b7CDTKB0SRTmQ6ytYi5vZ,2.2461226 -1.1401929 0.49226174
3mNecsYFb6LQg7822DPXCP,1.675744 -0.48153433 1.2888355
0O45fw2L5vsWpdsOdXwNAR,1.1694064 -0.8545702 0.85027826
1Slwb6dOYkBlWal1PGtnNg,2.5049605 -1.4929281 0.7088871
5T8EDUDqKcs6OSOwEsfqG7,2.2966585 -0.5387587 0.9339459
5VGlqQANWDKJFl0MBG3sg2,1.708492 0.037853293 2.9523342
5ChkMS8OtdzJeqyybCc9R5,1.916415 -0.1825147 1.2204163
78rIJddV4X0HkNAInEcYde,1.4267523 -0.36606896 1.105923
4eLSCSELtKxZwXnFbNLXT5,1.7070692 -0.23635843 1.1638716
5v7kaZNsnyByrSJOfO8gKq,4.628698 -1.7105621 0.12944756
5nkYHBWXu7KCgcdwP6jcB1,2.4929774 0.02345093 2.0755541
3DXncPQOG4VBw3QHh3S817,2.8270597 -1.5503526 0.28605524
5OOkp4U9P9oL23maHFHL1h,1.2837753 -0.96237236 3.2790067
6jsvHrnb4TFp9X4Samx3jD,4.1490917 -2.2291718 1.0770005
6LxSe8YmdPxy095Ux6znaQ,2.2222414 -1.1493367 0.12043894
0QsvXIfqM0zZoerQfsI9lm,1.9995145 0.7646706 3.7676628
3XKbdb9GB6u3hsnUklQTav,4.9110894 -0.8004805 0.3797904
152lZdxL1OR0ZMW6KquMif,3.597596 -1.0483575 0.4393386
2rizacJSyD9S1IQUxUxnsK,1.0854199 -0.53917104 1.1352336
08zJpaUQVi9FrKv2e32Bah,1.8002611 -0.12872598 1.3488152
2fQrGHiQOvpL9UgPvtYy6G,3.5030916 -3.0479534 -0.25098315
2XMTqoHHSH0lvuXrvIEdco,1.1660613 -0.61206967 0.803962
2CPqh63wRVscbceKcPxwvv,1.1582986 -0.5080489 0.73944145
2bjwRfXMk4uRgOD9IBYl9h,3.0881822 -1.9094424 -0.23500064
19gEmPjfqSZT0ulDRfjl0m,2.7352004 -2.864343 1.159418
70tFuqBcduJv15bEnOPRTh,1.2707126 -0.38417011 0.8713143
4scpF6J5uMBvoh6sFB7EL1,1.8324636 -2.532088 0.6779748
2Z2vOukzwOgqR4dkymRSWd,2.909032 0.40966958 2.113916
378iszndTZAR4dH8kwsLC6,1.3991377 -0.7101068 2.0499423
1wHZx0LgzFHyeIZkUydNXq,2.8317044 -0.5332755 2.4952462
16pwlVsypm4aDKMhXdOuXg,2.345838 -0.21564823 0.8732278
6YUTL4dYpB9xZO5qExPf05,1.7235657 -0.12350952 0.8698244
3cE5ltZFHmBpiS77itKaOM,3.9882154 -1.3521193 -0.1842949
3bidbhpOYeV4knp8AIu8Xn,1.7845312 0.15394573 2.0909133
3cHyrEgdyYRjgJKSOiOtcS,0.8100193 -0.8425964 3.375597
0v9Wz8o0BT8DU38R4ddjeH,3.0900111 -3.1103141 1.2176433
16qYlQ6koFxYVbiJbGHblz,3.0316558 -1.8584958 0.66505414
3a1lNhkSLSkpJE4MSHpDu9,0.8135873 -2.7561724 3.3210888
26rdOwwjC2UnweK3xeS58u,0.56570494 -0.1284421 2.9928024
0Y0TOsE1q11qgbi7c5WZsG,1.8913418 -2.0122702 1.7063911
6p8NuHm8uCGnn2Dtbtf7zE,2.049404 -3.3824415 1.0036975
7yq4Qj7cqayVTp3FF9CWbm,2.9983058 -0.39020073 1.5029758
6RtPijgfPKROxEzTHNRiDp,2.478021 -0.018540643 0.9639991
2SiXAy7TuUkycRVbbWDEpo,3.6015894 0.3297661 2.7085865
3KYiA4vq6RPO1dE2XROXd8,3.5624022 1.2751004 3.0425444
5maiP9UMnTSgoxPX8X3bdz,1.1573548 -2.5032907 2.8945467
5b88tNINg4Q4nrRbrCXUmg,1.4222999 -0.21850191 1.2964758
4X5f3vT8MRuXF68pfjNte5,3.6682222 -3.1711025 -0.41743314
3xqF04FdMK7gpIPG3SPFpY,2.4854732 -2.5670283 1.2281668
4KW1lqgSr8TKrvBII0Brf8,1.9249148 -2.7176542 0.9637354
4bHsxqR3GMrXTxEPLuK5ue,4.0223684 -0.47712284 0.73388916
7qiZfU4dY1lWllzX7mPBI3,1.7187996 -0.31066838 1.0839714
0z5ZPs57J2KERwM1tBM2GF,2.387009 -1.815108 0.07067442
0BU7nIcCZxYSE0hYcc5oZz,1.7452898 -2.001188 1.8820286
6Qyc6fS4DsZjB2mRW9DsQs,1.5865356 -0.4595688 1.1692443
4Km5HrUvYTaSUfiSGPJeQR,5.181526 -2.4821653 -0.65987283
7w87IxuO7BDcJ3YUqCyMTT,1.4927233 -0.83080846 1.394323
3koCCeSaVUyrRo3N2gHrd8,2.51945 -0.20737834 1.1290967
2nBI3iWLhupR7LyAJ5GGkE,2.029386 -3.3580322 1.5698192
3AYcyxEACnmE6d96RPubID,1.5900335 -0.19307162 1.59037
2CvOqDpQIMw69cCzWqr5yr,2.5758016 -1.0392501 1.0595082
12qZHAeOyTf93YAWvGDTat,1.3070678 -0.3274128 0.8703817
1AhDOtG9vPSOmsWgNW0BEY,1.3718624 -0.6459013 3.5221741
4NYwy0R3NdvORX2B6OZXBT,1.8435547 -1.9093943 2.3129978
7oK9VyNzrYvRFo7nQEYkWN,1.540494 -0.306905 1.1008459
2gZUPNdnz5Y45eiGxpHGSc,2.1054947 -1.0220395 1.1002573
68iwafs32FXpAIDWqU8wdU,3.6394348 -0.266877 0.9874127
5XzmZjXhMjDHr7ZfJ6DELQ,1.4221548 0.015404773 2.1486058
2LawezPeJhN4AWuSB0GtAU,3.2980773 -0.86614466 1.8035332
31G9RaSaDOI2NWcpnIp734,2.701504 -2.906228 1.256743
6GIrIt2M39wEGwjCQjGChX,1.2027766 -0.26558042 1.0595828
2g8HN35AnVGIk7B8yMucww,2.8617318 0.05312919 1.9836076
20dP2DaMHIAmwWAbp7peSr,2.8810804 -3.213075 0.48033327
03fT3OHB9KyMtGMt2zwqCT,1.8828375 0.11070379 1.3360959
6ltPEsP4edATzvinHOzvk2,3.0978456 2.1312807 5.7905345
2PpruBYCo4H7WOBJ7Q2EwM,1.7154479 -1.1512226 1.340448
1VdZ0vKfR5jneCmWIUAMxK,1.834374 -0.32766154 1.4749801
5y69gQtK33qxb8a24ACkCy,1.5066533 -0.7343239 2.9485505
1AWQoqb9bSvzTjaLralEkT,1.4816531 -1.0714589 1.5472844
7MmG8p0F9N3C4AXdK6o6Eb,1.5982635 -0.20713381 1.1638081
2ZyuwVvV6Z3XJaXIFbspeE,1.3645777 -0.046858404 1.1711997
4dASQiO1Eoo3RJvt74FtXB,1.3414592 -1.6183532 0.44073385
5afHIkEcVhCF1Z1CTqMUXB,1.3504184 -0.58144057 1.0069314
6HZILIRieu8S0iqY8kIKhj,2.7846315 -1.681173 0.1753229
6fAyRZ0GHuuvSOEIOwi58N,2.389582 -1.8466727 1.3512543
494OU6M7NOf4ICYb4zWCf5,1.6417937 0.15255766 1.4659253
0Rz1KXsP4bhGxs0ffySSSn,1.8239759 -0.14851181 0.84087676
3hB5DgAiMAQ4DzYbsMq1IT,2.5606532 0.060868368 1.9057882
3W3KtDwAIg3mAruSpnfG3Q,1.517901 -0.28347442 1.1645445
6Ius4TC0L3cN74HT7ENE6e,1.6499981 -3.3512723 2.80467
2H8LPaY3NSjmOFMH2Rygnz,1.2122668 -0.37877893 0.8567486
1lItf5ZXJc1by9SbPeljFd,1.586086 -2.3591473 2.0234413
5bcTCxgc7xVfSaMV3RuVke,2.3550534 -0.5308464 1.787091
2rb5MvYT7ZIxbKW5hfcHx8,1.6753734 -1.493703 2.226349
2ihCaVdNZmnHZWt0fvAM7B,2.5281112 -0.83180827 2.181265
2FiSTH0GYpIioUgjfzMIja,1.173381 -0.24627626 0.7586251
2IGr3q6ljcpLvHDFLtI0yW,2.7720008 -0.92873114 1.7843347
7floNISpH8VF4z4459Qo18,2.4694242 -0.69481754 1.0763983
7KwZNVEaqikRSBSpyhXK2j,1.491004 -2.1440618 1.6440078
4Q3N4Ct4zCuIHuZ65E3BD4,2.9019933 -1.4222964 0.15933496
7lQWRAjyhTpCWFC0jmclT4,2.1281238 -1.4257876 1.8475568
0HOqINudNgQFpg1le5Hnqe,1.7738943 -0.95984393 1.2270787
2fY6tqgrlrg1ky9fgs0t5u,2.8084762 0.1708499 1.606423
6mzaCRuLTRiz1caGOum3zT,1.8243991 -0.45506424 1.4970875
7KIbDUwumrpG5f30kEYW1v,1.2268128 -1.2733843 1.3798541
3aIhJDHxr1kgTSnutJxPTH,1.7215265 -0.24529211 1.9016933
6hmhG1b4LEyNuashVvuIAo,1.7545975 0.63786787 2.6031046
1JClFT74TYSXlzpagbmj0S,1.8457417 -2.399521 1.26699
2V65y3PX4DkRhy1djlxd9p,0.98495835 0.2832628 1.9028527
4o8STNAL91xc7EvuvqSKk1,3.2576187 -1.0797594 2.0300686
231O3DltLcwtgIKoNbMkrt,2.023621 -0.09022348 1.4280049
31wS6gEaj89kOZhDw0xMNw,1.5336857 -0.35050067 1.3858881
60ZGteAEtPCnGE6zevgUcd,2.0078244 -0.4813267 1.9244041
1TlEEopIktdAi8oWRf9Qx6,1.8438382 -0.59911865 1.4510331
1iVftzo1mreRhy0tnQrvTu,2.089998 -0.44274554 0.90265626
3G9ETaH55bMQx8hwNhAgbU,2.0488636 -1.2677042 1.4078287
5Sf3GyLEAzJXxZ5mbCPXTu,1.5649211 -0.21289176 1.2371836
5p3N0c0yJW70k7Xudt6u8x,1.7710086 -0.3691471 1.4696952
4Y7XAxTANhu3lmnLAzhWJW,1.0528282 -1.0253805 3.1551414
0nCU6JTonBdrIKpxErujKu,2.3090072 -1.5964751 1.7534716
2kulOHR2XY6YDZCWXb38hn,2.1501591 -0.4459822 1.4541696
6IcrwGdIvRsrImOnoYfG9Z,1.7392126 -1.3290008 1.5063894
0prNGof3XqfTvNDxHonvdK,2.1866477 -0.9641176 2.049684
5vdp5UmvTsnMEMESIF2Ym7,1.9147899 0.2168624 1.9258833
7x5xYW5W42OGPAdHUyyguy,1.5089928 0.18981968 2.9568255
3UwT4FadEGWyMdaSwYcUBY,1.9111924 -0.7465462 2.4267445
3zKST4nk4QJE77oLjUZ0Ng,1.6134923 -0.101917945 0.9528763
2WfaOiMkCvy7F5fcp2zZ8L,2.8005135 -0.5408112 0.47215247
6atVS7UZBxoyJkkteM62u5,2.3611495 -1.1246161 1.5934647
7B2SMMslfm3Ocf7ZnTa5dS,2.6306028 -0.32307023 1.6436852
1wU7z5XE8oa66ZvUlYAKfK,2.7482915 -0.5317012 1.4283909
7o9uu2GDtVDr9nsR7ZRN73,2.5500193 -0.42343444 0.612576
2Jr39bnXx3WOUmdlI4S00f,2.407844 -1.1954428 1.228924
4CNXhhr5k0PXv99toGlA0X,1.0823762 -1.076656 1.9012319
1QVu5qhmbU3z15izsHWQAw,1.3059782 -0.31816387 0.8171685
2tUBqZG2AbRi7Q0BIrVrEj,2.6312006 -0.0978151 1.3106638
0LJ6WfVftyL8pBH7nu35Dc,3.1340582 -1.4786421 1.7345991
5eqiMMbaeUZ32Q7sS00H35,1.5972348 -1.1121523 1.6654788
0tKcYR2II1VCQWT79i5NrW,1.7833008 -1.1823778 0.9701541
5N1itNLaYtifU8YVbg9SBQ,1.6356642 -0.36367628 1.0669898
5nWgEBtaRwVrCMjer1RtLm,3.3710122 -1.9451015 1.5426991
7gZQfdEQpmwAoPHSbEHzms,1.0603698 -0.31758913 0.7409472
2IUylG1WDsYWbMwH3HKuQo,1.968554 0.7106289 2.7971692
4oDZ5L8izBals6jKBJDBcX,3.1234245 0.5759881 1.5533203
7kB1UXxStzSa78NdiexiIS,2.9800253 -2.283911 1.8674574
23SZWX2IaDnxmhFsSLvkG2,2.2926323 -2.4067454 0.8009227
7yNK27ZTpHew0c55VvIJgm,1.7196676 -2.147039 1.6407493
7GQjJEwqlp6m5HNWVQd6OR,2.8203428 -2.4607575 1.943782
4P7VFiaZb3xrXoqGwZXC3J,1.0980972 -0.36104348 0.98696595
7iOyMOxdOULvXqUqC26spJ,2.0743213 -0.9711194 2.2955954
0h6sfKXFb641F2E13rY4f2,1.2194062 -0.27527964 0.883693
6m59VvDUi0UQsB2eZ9wVbH,2.4075224 -1.3309716 1.1914659
2eAZfqOm4EnOF9VvN50Tyc,1.7771599 -0.75377506 1.8628631
3pkzJjJXfdDjhpXx639MIH,3.6195428 -1.690562 0.3091141
6JV2JOEocMgcZxYSZelKcc,1.2384529 -0.21973316 1.7706946
1XRgIKC5TPwo7nWGyKqgG0,2.3583195 -2.1743474 0.6394017
2ANLarE8yHVsLWW21nj79M,2.2572525 -1.2555184 1.1291888
5a7NdkF09AfD0H607eiOkX,0.96699256 -0.060237598 1.1321522
6M6Tk58pQvABy6ru66dY3d,1.6926327 -0.0052910405 1.9200592
5tf1VVWniHgryyumXyJM7w,0.9379891 0.08552445 1.5769551
7kqcudBGM74MXVoYMaoWkC,1.7143493 -0.41705456 2.1921887
0j55p8YRAPG8yajtNyjt6A,1.7257094 -0.9489176 2.2428367
4tg1G3X26wDTmQbipgxhp5,1.0737144 -0.16086943 0.72106206
22qdjc5fSCIbhniasG7F6q,1.2452153 -0.23606066 0.8544374
4r4V1wYecTxSAAXV11cFPD,1.2170945 0.35880685 2.8178
0ikz6tENMONtK6qGkOrU3c,2.3606982 -0.3948027 1.9947011
1rIKgCH4H52lrvDcz50hS8,1.448674 -0.81464016 1.8835828
7b4yGtR0rujvLi5EBfKKJ2,2.0871563 -0.028325446 2.254695
5ByAIlEEnxYdvpnezg7HTX,2.7902772 -1.7223883 -0.2473025
6Wytqpe4mfmyeT8s1xbczG,1.187171 -0.20598464 0.8374529
5bcfWAHLoMfGBdbeyoMaH3,1.1329838 -0.13087825 0.9200638
0tICYNayWWhH9GPeFrfjfD,1.0959864 -0.26187152 0.89569044
4YR6Dextuoc3I8nJ0XgzKI,2.8922877 -0.118982576 1.8761756
55OdqrG8WLmsYyY1jijD9b,1.9617699 -2.4118624 1.1731106
1cZlBZwnwGPtYeRIeQcoFh,1.9349867 -2.0684803 0.46236056
4eavkrdMt3ypQcnVmzGP5L,1.7685404 -0.09490907 1.2268357
0SGkqnVQo9KPytSri1H6cF,3.227386 -1.825334 0.08688276
0lQ08hbjK1umHjCYvUrmCp,2.4623551 -0.4076743 1.3055704
1IAzD1muglOxOcPbUHs70R,1.1236966 -0.24656545 0.77525216
3U1TuSqHIubBA10cVP7Sk6,1.3283284 -0.28207207 0.84422153
59J5nzL1KniFHnU120dQzt,2.7085502 -1.9611155 0.2598786
4aWmUDTfIPGksMNLV2rQP2,0.9112125 -1.2061381 0.7493647
5tVA6TkbaAH9QMITTQRrNv,2.0785506 -1.1285342 1.9414405
2HWWsTZxnLSUdFZ4gjsP5N,1.2007031 -0.2604263 0.7670379
6mapJIPnQ23RTAevUoE0DL,2.6034 -1.7786424 0.33756813
6ScJMrlpiLfZUGtWp4QIVt,1.1850853 -0.41354498 0.5620106
61iyAeMVUNu7vIVqedsBFB,1.2608783 -0.34425157 0.9242681
3NxAG2ni1lLa8RKL6a0INc,1.8748275 -1.4500378 0.9305371
0vbbhcA6okLzvsy6WSTlLg,1.0979917 -0.14655796 1.0402372
31Q9ZTF9x81BDonlObCbvP,2.12001 -0.5096081 1.0755377
4INDiWSKvqSKDEu7mh8HFz,1.2827773 -1.1158642 2.4575074
5hTpBe8h35rJ67eAWHQsJx,1.8985331 -3.0416036 1.5194647
4kNvYhyl8R6m1vykVkcuBu,1.7377903 -1.8154857 0.5283705
0dA2Mk56wEzDgegdC6R17g,1.2100441 -0.39253795 0.9569314
1kMuU3TNQvHbqvXCWBodmP,1.0746243 -0.17971039 0.66105646
6JjEVlMkfHWMeYavkEYzNO,2.0711646 -0.46160692 1.1835914
6h5QhAr40fSzDWMexvb8v7,1.1105875 -0.3696939 0.7763663
0svl7cK07gK1ia5ainczU5,1.9333167 1.4965013 3.892557
7B1QliUMZv7gSTUGAfMRRD,3.9740188 0.2323124 1.1418531
7G6l2FtQyRhQgYgut2I6i8,4.2719636 0.099959314 1.2784191
7vvqXzT1P7XlRZNWOHYgLk,3.7947605 0.33536324 0.8993551
4qqArAiTPueDxIp7cf87h7,0.7914256 -0.2522283 0.5940366
6cREm4bV7V79Yxdilx9HDo,1.2020321 -0.27086574 0.9793294
7tGlzXJv6GD5e5qlu5YmDg,2.3391118 -0.9862669 0.27664238
0UaMYEvWZi0ZqiDOoHU3YI,1.7188088 -1.4259412 0.9325997
2k6ahrUpg8CbeTjLocMQJ4,4.1058726 -2.5800416 0.4752399
6Ep6BzIOB9tz3P4sWqiiAB,1.800201 -0.18076031 1.3217677
5KY7zgFeH2GWoL1zP9mME6,2.5266426 -3.6558945 1.6125492
1e1JKLEDKP7hEQzJfNAgPl,3.6374307 -1.7370883 -0.31858864
6RcQOut9fWL6FSqeIr5M1r,1.7388805 -0.25005034 1.870504
3mcG2NI5G5vhrQtRda1YnA,1.4597772 -0.58866996 1.123505
6kEP5D8D9xongkcKnTNcxa,2.115351 -0.42471644 1.2834688
33iv3wnGMrrDugd7GBso1z,1.2243723 -0.18730251 1.0206441
42et6fnHCw1HIPSrdPprMl,1.5821443 -0.34944886 1.042188
0k6DnZMLoEUH8NGD5zh2SE,2.076537 0.0533197 3.2636955
6L89mwZXSOwYl76YXfX13s,1.1561502 -0.26377517 1.0063826
3VzJE6yGuj8fDExUh6TLnc,1.4629018 -3.4478805 3.117888
6Gn02ZC8juXwQ10Xk7ACXx,1.5240481 -0.44268313 1.1326144
6vTtMyCg96xwpoIBws9K0Q,2.2055986 -0.7146669 1.4838469
4YPhn26bIFm2KUkL1VLzQG,1.6691331 -0.44074962 1.2276263
1WoOzgvz6CgH4pX6a1RKGp,2.6786158 -3.638476 1.0965569
5NQbUaeTEOGdD6hHcre0dZ,3.2818937 -3.8445115 0.7314617
5cbpoIu3YjoOwbBDGUEp3P,1.60107 -0.43951762 1.2886585
4GiVcDqNQI0fc0yYuRGH9m,1.2802098 -0.30182523 1.0513903
3C3cr2JQwXIhqAHqOardVO,1.6056831 -0.31235555 1.239449
4IoYz8XqqdowINzfRrFnhi,1.2195425 -0.30009463 0.7831504
6YbhspuOar1D9WSSnfe7ds,3.084149 -1.372289 1.2620554
1a1i2IwXnUN0PjllVEhA4B,1.7210101 -0.3083407 1.0897472
5oQcOu1omDykbIPSdSQQNJ,1.4674343 -0.121462844 1.6633154
3B54sVLJ402zGa6Xm4YGNe,2.4767306 -3.2256606 0.46417955
2Oehrcv4Kov0SuIgWyQY9e,1.6672786 -0.26272535 1.1263505
04DwTuZ2VBdJCCC5TROn7L,1.1690539 -0.4065441 0.8701559
2HbKqm4o0w5wEeEFXm2sD4,2.070072 -0.54204947 0.9031231
2MYl0er3UZ1RlKwRb5LODh,2.4459825 -1.1958983 0.18508679
1qC0pi9ZH47XDjvaNbg8ch,1.3039353 -0.32600677 0.9276303
0d0jsoba88SpOoFxCxA2rZ,1.7846023 -0.48990044 1.2467204
1jNNHFZmRGXZFHlil5uhei,1.3387642 -0.31449082 0.9312566
7ALEBJ8LOQqXVJ2tqnXtoH,2.063737 -0.36560902 1.1697961
6fxVffaTuwjgEk5h9QyRjy,2.242824 -1.2591109 0.37575048
0zO8ctW0UiuOefR87OeJOZ,2.0337338 -0.67709905 1.2090684
5Mtt6tZSZA9cXTHGSGpyh0,2.0079799 -0.37660593 1.1305757
5uCax9HTNlzGybIStD3vDh,1.4040815 -0.24527791 1.1961424
26ZTwQyRVbec9wQ0OaihjE,1.7640066 -0.33498645 1.0928353
4nMlau89VAjmV7agkl7OY3,1.4452761 -0.18256229 1.1352895
6F609ICg9Spjrw1epsAnpa,1.2873107 0.04323364 1.6632764
0lmdsH1MIoLsMymnNpd6HU,1.6257372 -0.74848783 1.2878773
5c7yH6ivcTqyHcMkHWTiFY,2.0015366 -1.1619118 1.5399452
2YlZnw2ikdb837oKMKjBkW,1.22803 0.3893664 2.835227
0PDUDa38GO8lMxLCRc4lL1,2.2899296 0.07706698 1.5692403
4pdPtRcBmOSQDlJ3Fk945m,1.3987886 -0.18163064 0.87516356
1oQZk2bKBLgP1cbuFKvjkq,2.1061053 -0.4898604 1.1757923
4ZdG8OyIV7WfjBReUNLQl0,1.9904199 -0.38333923 1.3954389
5K7AMlpc4796JRWXb26nCV,2.0115418 -0.538073 1.56171
5EWPGh7jbTNO2wakv8LjUI,2.2005398 -0.069733344 1.0184902
4CJVkjo5WpmUAKp3R44LNb,1.6867869 0.09541997 1.8318865
4dyx5SzxPPaD8xQIid5Wjj,1.6671193 -0.00210333 1.8774475
1yEwEiTpsaPhQi9lb5EVV4,1.3945576 -0.40310493 0.67889875
3OMpIoONQH8rSscaZLozFQ,2.5852609 -0.51968527 0.9470391
1zZcEoMG3ZEUU6hEPyPXh5,1.5711622 -0.622505 1.2111483
7IpDQcksaT8SxS7vOX4SRm,2.0727737 -2.0328975 3.411819
6u0dQik0aif7FQlrhycG1L,2.2155862 -2.1449096 2.9658992
4onY9xh40OE5wIecwjUinG,1.2434089 -0.23481645 0.824979
3UajtqBR1vopHl4EVQutul,2.5917468 0.2387666 2.0739639
0Puj4YlTm6xNzDDADXHMI9,1.3776492 -0.18245935 1.1747843
0g6mKqhGtUIEoLSmV8ozi8,2.2541451 -0.55769104 1.9172683
0HDJk7Sz8DpCsiJR1sjhEO,2.4306571 -0.67352265 1.5335988
64GRDrL1efgXclrhVCeuA0,1.3084038 0.43235797 4.0009327
2U5NrHirVZusBLQlohTbnZ,2.4300044 -0.71237063 1.474136
222gtLodYqqg2aEThuEI2Z,2.288745 -0.2924998 1.4137557
2os0aK782bakCPmjow0SU0,1.8592075 -0.51446843 1.1462268
1qPK58q90l8KNoWyXsLI2Y,1.790469 -1.1338025 2.2005565
4y1LsJpmMti1PfRQV9AWWe,1.4858507 -0.32217178 1.4561695
1Uq3IOIy1CUlHUgP6vWpum,2.8616192 -1.5826511 -0.032386854
4qYLPta5HZ36idWiXtqh7B,1.8317668 -0.65070826 1.4537547
7bmqcI1HQwx1PWwYyZO0lg,1.7774642 0.04872448 1.5686995
1Tt4sE4pXi57mTD1GCzsqm,1.5777754 0.44086772 1.4361343
