key,vector
1Slwb6dOYkBlWal1PGtnNg,2.8244293 0.52862 0.57060224 0.4666992 0.16978951
3AYcyxEACnmE6d96RPubID,1.952174 0.57749325 0.6860037 1.0908229 0.6440595
73jJWaNrhk8zS0fY8gPesD,2.5502172 -1.6950426 -1.6430159 5.005634 1.3141549
5KY7zgFeH2GWoL1zP9mME6,2.7690682 2.0914254 0.16021512 0.4574431 2.9167106
5yuShbu70mtHXY0yLzCQLQ,1.4819447 1.4873803 0.9876506 2.3987648 1.2384061
2gZUPNdnz5Y45eiGxpHGSc,1.6015184 0.856591 -0.16855845 1.196042 -0.19331437
5y69gQtK33qxb8a24ACkCy,2.0550342 2.6834042 -0.7987788 1.9438052 0.61686707
3ESSGgWzRf1xvP7G5hHMhB,3.8651705 2.5628185 0.0966993 0.50360966 2.1467097
76Y0gxtTxN0FyDCYh5qYQj,0.48657584 2.6279151 0.89078873 2.9726133 1.9332628
22L7bfCiAkJo5xGSQgmiIO,2.1031692 1.2039557 -2.0515816 1.1463615 0.81610143
4P7VFiaZb3xrXoqGwZXC3J,2.256181 1.7976881 0.4121503 1.5298507 0.8529436
152lZdxL1OR0ZMW6KquMif,1.4898869 2.2440383 0.39209422 3.2769604 1.1116166
0O45fw2L5vsWpdsOdXwNAR,1.7919536 0.98767495 -1.0112603 1.5910277 -0.05212855
20LxTsa6936zOlzTWqoPVt,0.92708355 2.0105648 0.8371559 2.4170778 1.0306733
16qYlQ6koFxYVbiJbGHblz,2.6172066 4.429036 1.6834612 1.0370698 0.65916634
3bidbhpOYeV4knp8AIu8Xn,2.365844 0.9588901 -0.16160917 1.1584336 -0.74247813
7fYbFYt7X4FZvuJJC90EX0,3.0604017 0.055480864 -0.02917039 1.2152557 -1.0482444
6FE2iI43OZnszFLuLtvvmg,2.1674862 0.82504714 -0.1394546 1.1576368 -0.17159466
5HuqzFfq2ulY1iBAW5CxLe,1.2884881 0.56786144 -0.20305566 0.8405628 0.016891737
6p8NuHm8uCGnn2Dtbtf7zE,0.378921 3.5472867 0.82638884 3.5424187 2.0743403
439TlnnznSiBbQbgXiBqAd,1.1032028 2.625009 0.5805174 1.8419489 0.76887095
4VrWlk8IQxevMvERoX08iC,2.5190425 0.9765159 -0.042936996 1.5345299 -0.4554196
1jdNcAD8Ir58RlsdGjJJdx,3.0866034 0.5342137 -0.26919574 1.6035464 0.49912637
2iUmqdfGZcHIhS3b9E9EWq,2.1276984 0.67184603 -0.27971166 1.5532837 0.16705784
6fxVffaTuwjgEk5h9QyRjy,3.779061 0.33870167 1.0228101 -0.26076558 0.24775285
2qOm7ukLyHUXWyR4ZWLwxA,1.948678 1.1739109 2.4492977 1.56686 -0.8896547
19gEmPjfqSZT0ulDRfjl0m,2.4427848 1.7502282 -0.43147492 1.3970842 1.7747439
2y4lAQpi5VTNLu2ldeTdUH,1.5181288 0.65374625 -0.3823543 0.97041047 -0.14761603
7r6am67jCRvroqkkE2TS8y,1.9523671 -1.2816775 -1.9917206 3.5532262 1.0189044
5VGlqQANWDKJFl0MBG3sg2,2.1392741 1.1844074 -0.003010241 1.4758378 0.032862194
7qiZfU4dY1lWllzX7mPBI3,1.316327 0.45546934 -0.09842088 0.97988 0.2014645
12REd1n8PeiHHWOh066tpr,2.810561 1.5736315 -0.29380974 0.15945637 -0.69118583
5XzmZjXhMjDHr7ZfJ6DELQ,1.8894644 0.21129969 -0.24829929 2.020408 -0.15413563
3a1lNhkSLSkpJE4MSHpDu9,0.4015748 3.9733527 -0.14332062 3.205856 1.4178056
7ID2dydg1QFuWObmdhwzfm,1.5633856 0.2653421 1.3037223 2.0324152 -0.39442495
7o2CTH4ctstm8TNelqjb51,3.150102 0.58751893 -0.04070718 1.2507921 -0.0932871
4dASQiO1Eoo3RJvt74FtXB,1.0906795 2.9532685 0.15653689 0.9006083 0.31134942
2Z2vOukzwOgqR4dkymRSWd,3.4360316 0.70003885 -0.43761638 1.2901382 -1.3596318
2EEeOnHehOozLq4aS0n6SL,0.30655822 4.303365 0.48581544 2.921568 1.6354008
0QsvXIfqM0zZoerQfsI9lm,3.4789708 -0.14779425 -1.2098136 0.57814103 -0.10377988
0HZhYMZOcUzZKSFwPOti6m,2.1822257 0.30553254 -0.21801524 0.6569384 0.87402934
0Dc7J9VPV4eOInoxUiZrsL,2.4396439 0.88372105 -2.362951 1.5464674 -0.041702956
6WQLkih8nE0JdUCEyLaGnQ,1.6357251 0.6859077 -0.81149685 1.5895633 -0.2013072
1a1i2IwXnUN0PjllVEhA4B,1.6504191 0.8292954 0.21327694 1.0422518 0.2870193
5aDpULK8MbJmHl42kR5KNI,2.9425478 -0.19819413 0.15130888 1.7629858 0.9747435
2KVwlelhxKUy8LVV6JypH3,2.0412188 0.82763773 -0.9230008 1.2621855 -0.17236753
3b0EOvScbZUc0qJx0E1L2z,1.427285 -0.10930708 1.5758942 2.124811 0.65902203
4NYwy0R3NdvORX2B6OZXBT,2.6769555 0.18355353 0.5759308 1.2328492 0.7787884
3vsNteZn6E5qBSSBO78W7b,1.5878956 0.85675997 -0.36481342 1.7252934 0.47394326
0BU7nIcCZxYSE0hYcc5oZz,1.5090963 1.365079 0.84085095 1.9742975 1.0849221
70tFuqBcduJv15bEnOPRTh,1.213324 0.50132006 -0.05156387 0.8491766 -0.049001355
75JFxkI2RXiU7L9VXzMkle,2.0623653 0.33238778 -0.49647626 1.4929824 0.8307546
1Tt4sE4pXi57mTD1GCzsqm,3.1176102 1.7554637 -1.10958 0.10591222 -1.7448901
1AhDOtG9vPSOmsWgNW0BEY,1.2806672 0.476802 -0.04407739 1.3090744 -0.427825
1f5cbQtDrykjarZVrShaDI,0.5269413 2.6966248 -0.5664382 2.7262423 1.2867078
5OiaAaIMYlCZONyDBxqk4G,2.6434743 0.85079885 -0.6893178 1.8499169 0.7141747
4X5f3vT8MRuXF68pfjNte5,1.4754142 3.5049827 1.4684784 2.0943937 2.4378352
12qZHAeOyTf93YAWvGDTat,1.7732639 0.5769662 -0.11384578 1.0984823 0.1683082
46lFttIf5hnUZMGvjK0Wxo,2.461145 0.45631745 -0.5486432 0.7453717 -0.3926933
5uCax9HTNlzGybIStD3vDh,1.1902101 0.47594446 0.03440169 0.9530685 0.09515891
5hTpBe8h35rJ67eAWHQsJx,1.383268 1.5303005 -0.0756584 2.858745 0.103362925
4IoYz8XqqdowINzfRrFnhi,1.2240323 0.6162379 -0.17292304 0.90532345 -0.022716846
3pXF1nA74528Edde4of9CC,3.2842462 0.7967114 0.38827157 1.6457804 0.5108487
5HGibWoxnkYSkl6mHmAlOE,2.021464 1.2380188 0.058680855 0.82757074 0.21381684
4y1LsJpmMti1PfRQV9AWWe,1.5097392 0.5629854 0.10805284 0.9870894 0.074738644
2i0AUcEnsDm3dsqLrFWUCq,1.6294738 0.2918743 -0.18856482 1.483456 0.090671375
0mUyMawtxj1CJ76kn9gIZK,1.465495 0.78476816 -0.61788857 1.3348188 -0.1679948
1XGmzt0PVuFgQYYnV2It7A,1.4664866 0.27087608 0.6768378 1.6194617 0.2732326
6RcQOut9fWL6FSqeIr5M1r,2.1227853 0.08699852 0.12448349 2.1633775 -0.08933371
64GRDrL1efgXclrhVCeuA0,2.8813443 -0.13178827 -1.5587097 2.3491683 -0.7969297
53gcDgFyqqpvCzXWrnFZpH,2.331313 -0.51338947 1.9524533 3.0667393 1.4150594
4pdPtRcBmOSQDlJ3Fk945m,1.5502336 1.0132221 0.15586309 0.38631034 -0.13836536
6RtPijgfPKROxEzTHNRiDp,1.9085474 0.5347728 -0.8603887 2.334513 0.06515293
4gFXY5yvHayGckJndafYQE,1.9507998 0.7391127 0.14506459 0.9924728 -0.1903838
1wHZx0LgzFHyeIZkUydNXq,4.1220775 0.38007855 1.432987 0.6878231 0.82877415
1AWQoqb9bSvzTjaLralEkT,1.7019905 1.4891989 0.170166 0.41867828 1.3446255
6eT7xZZlB2mwyzJ2sUKG6w,1.3524787 2.2052417 0.8232634 2.6168642 1.5325444
16pwlVsypm4aDKMhXdOuXg,1.6198696 0.7169517 -0.012371316 1.2128158 -0.018574968
13HVjjWUZFaWilh2QUJKsP,3.6781275 0.011009138 -1.3863777 1.0996362 -0.8112167
4YPhn26bIFm2KUkL1VLzQG,1.6792946 0.53908104 -0.13019612 1.3949635 0.44580996
08zJpaUQVi9FrKv2e32Bah,1.3091081 0.64885 0.28747186 1.3397 0.10183226
2fQrGHiQOvpL9UgPvtYy6G,0.85330796 2.2060766 0.87494576 2.3746095 1.7510587
3b7CDTKB0SRTmQ6ytYi5vZ,1.3206531 1.0084563 -0.043497007 1.061508 0.22245917
5v7kaZNsnyByrSJOfO8gKq,2.3432033 1.464644 0.6644426 2.408307 1.5986558
7oGZAicScQt96OAW4AruYy,3.2267315 2.3617902 0.47007352 0.33955902 -0.48212984
7KOlJ92bu51cltsD9KU5I7,0.7881451 1.9882873 0.7668021 2.2931378 1.2646587
2bjwRfXMk4uRgOD9IBYl9h,0.9624432 2.3094223 0.71718484 2.3355935 1.5478644
52vA3CYKZqZVdQnzRrdZt6,3.8165398 1.3659253 0.14908332 1.7210554 -0.6635938
5TvE3pk05pyFIGdSY9j4DJ,3.2824686 -1.4116687 0.056399725 2.4921582 1.3849137
2vwlzO0Qp8kfEtzTsCXfyE,1.6178995 -0.01195095 -0.24987328 0.59894234 0.04959974
2jyjhRf6DVbMPU5zxagN2h,3.1297994 -0.9423335 -0.21489304 2.4553916 0.7787655
03fT3OHB9KyMtGMt2zwqCT,1.8308882 1.1377418 -0.007352458 0.61204857 0.1858208
1LM6t24SjQr2bJHqeGIR4U,3.5716836 1.2211473 -3.8780384 2.834616 -1.7776089
7oK9VyNzrYvRFo7nQEYkWN,1.9885752 0.41103208 0.32308626 1.317184 -0.49598318
5tsI3xxDHDgzHhn30LTQNz,0.85281336 3.0107837 0.053895887 2.1780436 0.3825655
7KwZNVEaqikRSBSpyhXK2j,1.0160286 1.5708133 -1.2011379 2.3931913 0.65417963
68iwafs32FXpAIDWqU8wdU,2.708972 0.3143539 -0.3754034 2.107692 0.39855692
20dP2DaMHIAmwWAbp7peSr,0.73150104 1.8165365 0.7786331 2.6316445 1.3392849
5afHIkEcVhCF1Z1CTqMUXB,1.2379062 0.67664814 -0.11869509 0.9576393 0.25150424
2ANLarE8yHVsLWW21nj79M,1.7747178 2.974362 -0.53710425 0.7307869 -0.18670371
0i5el041vd6nxrGEU8QRxy,1.9218861 0.4644984 0.07383332 1.5107532 -0.13400011
0wpbHnOW0zVUtV10LSj9c9,2.6223254 1.7873122 -1.9873512 1.1095825 1.7360084
55nF5Tqgf0UCXH1jymBzeT,1.0757937 0.4578294 -0.037530325 0.8368873 -0.07324036
2Oehrcv4Kov0SuIgWyQY9e,1.3568549 0.4803598 -0.22187075 0.8389413 -0.13322872
7hsLKGEnoiNShdIGL6ws1f,1.2083641 0.26422644 -0.38379195 0.7891224 -0.327435
4xwQXoPQP2RJ6j98vgJgVV,1.44596 -1.0908442 -1.6212978 3.5766098 0.8970337
0YwlC9RkXUNATmbP4N6hsb,1.5760319 -1.0312994 -1.5321716 2.7905753 0.7107513
0z5ZPs57J2KERwM1tBM2GF,0.74497974 1.983901 0.21089749 1.556334 0.7071153
6Ep6BzIOB9tz3P4sWqiiAB,1.7669319 0.5014045 -0.054092016 1.0320152 0.17191657
6HZILIRieu8S0iqY8kIKhj,0.55719787 2.2036512 0.28438452 1.7056766 0.6211746
6ltPEsP4edATzvinHOzvk2,2.0096061 1.2608297 2.1742496 2.0879939 -0.65060633
6lanRgr6wXibZr8KgzXxBl,2.1256683 0.012094455 -0.20357025 1.3617098 0.28147143
6Qyc6fS4DsZjB2mRW9DsQs,1.5924286 0.9431917 -0.104078 1.1213584 0.18043636
1crSsvtU9wZB15dIQXV2QH,3.476433 1.5297556 -3.387132 3.142241 -1.4998701
5l3CML2OnzfNs5RfVgbcLt,1.9491434 1.4638468 0.13623872 1.1232754 -0.19500512
7wMq5n8mYSKlQIGECKUgTX,1.6564887 0.8295028 0.07004407 1.3770975 0.24347521
1IAzD1muglOxOcPbUHs70R,1.5542046 0.46560338 0.4611049 1.5506575 0.49417928
2771LMNxwf62FTAdpJMQfM,1.158795 2.109655 0.6850165 1.6984477 1.4015553
494OU6M7NOf4ICYb4zWCf5,1.29 0.55440557 0.029952494 1.3483126 0.1075933
2nBI3iWLhupR7LyAJ5GGkE,0.8621331 1.484765 0.07188296 2.748298 0.8045392
5AnCLGg35ziFOloEnXK4uu,2.7338371 -0.21633805 -0.61128175 0.28052256 -0.45357868
0v9Wz8o0BT8DU38R4ddjeH,1.0652683 2.4297974 0.4846693 2.1404183 0.70390326
5OMwQFBcte0aWFJFqrr5oj,1.7125082 -0.024349172 -0.4777992 1.5443277 -0.4436844
0Rz1KXsP4bhGxs0ffySSSn,1.3384844 0.479089 -0.06505238 0.9365248 -0.021084955
4KW1lqgSr8TKrvBII0Brf8,1.7380378 1.4052737 0.31145385 1.6059204 0.8873296
1X2Zd5wKGbY1oKzb8dzJRy,2.1672416 1.0023478 0.11799619 0.54359484 0.52902055
3pfXxHoydFRfD7IBGJTQAN,1.1397457 0.421967 -0.1040565 0.975983 -0.021601293
62LHRv9uwSNlBmByQF5jdE,1.9932302 0.59835374 -0.4182856 0.8634785 0.5472149
2hKdd3qO7cWr2Jo0Bcs0MA,1.4856483 0.58164877 -0.34330258 2.155219 0.20004247
4LfkoDOt4mhrbo8Ndk37sQ,2.0676777 0.41895032 -0.09655251 1.7703658 -0.03470449
2g8HN35AnVGIk7B8yMucww,1.7729981 1.4081162 1.0008205 1.431528 0.34344336
7bJwvubZZaoGE1AGEfu8Fi,3.4330342 0.059183482 0.2356441 0.8685378 -0.24090423
6mapJIPnQ23RTAevUoE0DL,1.2971437 3.8082933 0.5269443 2.7076485 1.5576379
62vpWI1CHwFy7tMIcSStl8,2.4970336 3.3429625 0.7041105 -0.188415 0.77308685
6LxSe8YmdPxy095Ux6znaQ,1.3241591 0.9650912 0.09122206 0.6544937 0.2949281
4sPmO7WMQUAf45kwMOtONw,3.6872466 -0.33126876 -0.23094516 0.7627474 -0.109020144
4Q3N4Ct4zCuIHuZ65E3BD4,0.7780765 4.031988 0.97197455 3.1874442 1.9042388
31G9RaSaDOI2NWcpnIp734,2.1177304 1.7453707 -0.39905828 1.1289204 1.3216336
5qqabIl2vWzo9ApSC317sa,1.8466552 0.5363239 -0.38162526 1.480399 0.10013388
5gBQ3x6u7DCvMW1QoP3CpG,2.2456312 0.5167196 -0.32132357 1.677494 0.3254942
2ZyuwVvV6Z3XJaXIFbspeE,1.4392449 0.5859007 -0.1748432 0.6449208 0.035418928
26rdOwwjC2UnweK3xeS58u,1.1548853 0.53634024 -0.17488652 1.4410082 -0.09001133
4llK75pXNWZz6KAho2Gp16,1.7260464 0.6615678 -1.375318 2.0198762 -0.6591629
5bitEcj72xFL3yv9ZS5fkE,1.2449601 0.54563725 -1.4213356 2.2227201 0.025975
4Ow5x7P5NAAR1jPoskudoA,1.8376411 0.002926363 -0.63620704 1.9760199 -0.21124674
3zByVQLvdXUaDTubfWkpCk,1.5194796 0.4343779 0.13938905 0.96726125 -0.04755224
7iL6o9tox1zgHpKUfh9vuC,2.890138 1.241725 -1.9078555 1.005222 1.1717942
2gam98EZKrF9XuOkU13ApN,1.0204706 1.5769982 -0.85971344 1.6926168 0.31753978
3DXncPQOG4VBw3QHh3S817,0.89615613 1.9796597 0.58709544 2.039744 1.2251283
4hjuUelurEBKlqpJPJ77Iw,2.4597645 0.46607706 0.5076168 1.562862 0.5945583
6qn9YLKt13AGvpq9jfO8py,1.1691668 0.4587303 -0.18210404 0.88470155 -0.0101598175
6MreoQf8oixWI2xRcw3Fv1,1.37119 1.0393689 0.2553202 1.8056136 0.011213403
378iszndTZAR4dH8kwsLC6,1.7359284 1.0339559 -0.045908157 0.580551 -0.46132812
4Kz4RdRCceaA9VgTqBhBfa,1.5844665 0.932695 -2.05994 1.8327898 -0.9571538
1tpLxOKuAaRCViAxf2pgNr,3.0424936 2.0301285 0.588476 1.0903698 2.4211588
5ChkMS8OtdzJeqyybCc9R5,1.197873 0.46837538 -0.06689044 0.9415285 0.103674024
0LWQWOFoz5GJLqcHk1fRO2,2.0771348 0.9962743 -1.0040442 1.0123221 0.6171585
2qLMf6TuEC3ruGJg4SMMN6,1.4135014 1.1899214 -1.032325 1.7538198 0.27819788
754kgU5rWscRTfvlsuEwFp,1.8925557 0.7316205 0.1999278 1.1980158 0.46278286
5j9iuo3tMmQIfnEEQOOjxh,1.4977534 0.49934483 -0.31456476 1.0613862 -0.09314948
3CRDbSIZ4r5MsZ0YwxuEkn,2.5689251 0.4522723 0.3852046 0.9280531 0.19600804
0Y0TOsE1q11qgbi7c5WZsG,1.1095549 1.6592811 0.18994586 2.4230423 0.9281519
557un1HgwYMuqfWGSTmnxw,1.1133424 1.1652746 -1.1412338 1.4476011 -0.24797373
7t8BYlMLFD69KP6pXgA5Aa,3.7975273 0.62983644 -2.5407796 2.9513931 -0.41831768
5fVZC9GiM4e8vu99W0Xf6J,1.5329597 0.7377611 -0.049966037 0.35052714 0.18964767
2rizacJSyD9S1IQUxUxnsK,0.97268367 0.53927815 -0.005482435 0.8362659 0.13584727
2CPqh63wRVscbceKcPxwvv,1.1305817 0.5554643 0.058755357 0.76928544 0.0672424
3cE5ltZFHmBpiS77itKaOM,2.49256 1.1083193 0.17714694 1.7728652 -0.19797897
6RrXd9Hph4hYR4bf3dbM6H,1.2989857 1.2087902 -0.19461517 2.1558163 0.3953919
4Pwjz3DfvfQWV0rO2V8jyh,2.0468156 2.322933 -0.051584188 0.98030955 0.6159063
0JoHqmlqE0W0i9prt6kcHR,1.9550884 2.590625 -1.3095415 3.786619 -0.26931283
5OOkp4U9P9oL23maHFHL1h,2.2787294 0.8589669 -0.37613222 0.59876305 -0.112638004
0d8ZbnRoW1TJ3qEleTrYHH,2.4430249 -0.41148072 2.5914671 3.0631804 0.67857224
5RsUlxLto4NZbhJpqJbHfN,2.2597313 0.5373972 0.80196434 2.1410458 0.28359956
7yq4Qj7cqayVTp3FF9CWbm,1.68479 0.48859042 -2.3181694 3.181598 0.114866234
0prNGof3XqfTvNDxHonvdK,1.6481011 0.7597451 0.1912436 1.0849731 0.19068173
3xqF04FdMK7gpIPG3SPFpY,1.3184592 1.1885233 0.090092756 1.4591749 0.38736698
7LVHVU3tWfcxj5aiPFEW4Q,2.1553671 -0.184656 -0.3166198 1.6320771 1.1151464
0EMmVUYs9ZZRHtlADB88uz,1.6101522 0.7385754 0.25588024 1.6540481 -0.076695085
6fAyRZ0GHuuvSOEIOwi58N,1.7135451 1.0450258 -0.08935104 1.5529125 0.65722096
6jsvHrnb4TFp9X4Samx3jD,2.762812 2.275158 0.50817037 1.139863 1.4800018
2H8LPaY3NSjmOFMH2Rygnz,1.944281 1.199162 -0.14807004 1.0403801 0.178363
5wTMQjEx9LWeFwLjolPCUy,1.9795514 0.45659783 -0.04495409 1.2436192 -0.09977108
3KYiA4vq6RPO1dE2XROXd8,2.47493 0.7428884 2.3466794 3.3401043 -0.5965529
5nkYHBWXu7KCgcdwP6jcB1,2.938009 0.44466385 -0.35115176 0.9888514 -0.5064722
6hmhG1b4LEyNuashVvuIAo,2.8596563 0.1167427 -0.62353647 0.5901928 -0.6385846
2XMTqoHHSH0lvuXrvIEdco,1.1279387 0.63426363 -0.0056574913 0.8887751 0.10062953
0azC730Exh71aQlOt9Zj3y,2.1581373 0.431185 -0.19489653 0.72639054 -0.645966
3XKbdb9GB6u3hsnUklQTav,2.9011 0.9019192 0.553274 1.4055969 2.3679657
0tICYNayWWhH9GPeFrfjfD,1.9078728 0.90761125 0.3542222 1.6855524 -0.017242366
4WjH9Bzt3kx7z8kl0awxh4,1.4813575 0.7520318 0.03586183 0.73672915 -0.018402286
6dViIgkYIRccNImPln58rS,2.022229 0.33297297 0.42625332 0.92108667 0.7679089
72jbDTw1piOOj770jWNeaG,1.5913068 0.19698481 -0.3864635 0.7829817 0.40065664
5vdp5UmvTsnMEMESIF2Ym7,1.8831892 0.7837427 -0.21997038 1.8514386 0.48242143
4oDZ5L8izBals6jKBJDBcX,2.1298494 1.063695 0.113624334 1.821799 0.3553401
2YlZnw2ikdb837oKMKjBkW,4.271835 -0.3514056 0.6352043 0.19173726 -0.6535482
6YUTL4dYpB9xZO5qExPf05,1.1873381 0.50305015 0.053800732 0.9189477 -0.07296566
4YR6Dextuoc3I8nJ0XgzKI,2.001459 0.85969406 0.65412307 2.258298 -0.3628856
2tUBqZG2AbRi7Q0BIrVrEj,1.9357253 0.72575295 0.084647305 1.4370669 0.05330856
7hhAwcMTdCHxuYkCHCfzw7,1.5591525 0.3231097 -0.0987433 1.3186082 0.26483923
3cHyrEgdyYRjgJKSOiOtcS,1.4472578 0.38222688 0.084471256 0.78479767 -0.43028793
7MmG8p0F9N3C4AXdK6o6Eb,1.3848803 0.5948572 0.020846182 0.91641545 0.17591533
3AJwUDP919kvQ9QcozQPxg,2.0491345 0.062342588 -0.5211674 1.5042002 1.1097466
1CdkNxTlkUWR4ZnXcKES3b,1.2054341 0.3257091 0.031205585 0.8758091 -0.36891615
78rIJddV4X0HkNAInEcYde,1.4659586 0.5999771 0.045309853 1.1377254 0.19891442
6rbeWjEavBHvX2kr6lSogS,2.3116717 0.48356685 -1.877042 1.5800141 0.126786
4bHsxqR3GMrXTxEPLuK5ue,2.32243 0.750971 -0.11958652 1.5222569 -0.17466094
67T6l4q3zVjC5nZZPXByU8,2.1075695 -0.27072108 -0.18903555 1.9045247 -0.8585025
7d1CFwrBmH34gmS0Hkbfbt,1.5242964 0.43942365 -0.15076177 1.3789166 -0.14681828
32FX4D4eT8LFP07QvlhSn8,2.4135306 1.2831901 0.066726014 1.0437857 -0.14465433
6Wytqpe4mfmyeT8s1xbczG,2.106161 1.0415844 0.3180939 0.20131263 0.35934675
3VzJE6yGuj8fDExUh6TLnc,3.43523 1.2290425 -2.6048913 1.3440231 1.4522593
39afswHs17v53znQm1gDTY,2.7731369 0.61783844 -0.2507675 1.422814 -0.2567593
3koCCeSaVUyrRo3N2gHrd8,1.6160059 0.58060133 0.08409789 1.2653233 0.28991276
5i66xrvSh1MjjyDd6zcwgj,1.8346541 -0.10322529 -0.32876655 1.7918905 -1.2306845
4Km5HrUvYTaSUfiSGPJeQR,1.2587222 3.4986608 -0.072202615 2.1409705 1.4520482
4r8lRYnoOGdEi6YyI5OC1o,3.3728127 0.28848287 2.3848715 2.9895036 1.8168032
36bOT34EdRNrNhCWMwNJKu,1.7794677 0.6786994 -0.28911883 1.718225 0.35777205
5Mtt6tZSZA9cXTHGSGpyh0,1.5363401 0.9424032 0.09704283 1.3532939 0.15591687
2dEJE18eoskLm4bjSW6kmY,2.1298418 0.18641253 -0.7055961 1.2363816 0.4866805
57DKmLJBRI5ZtiCgLUQMZY,2.2177489 0.77731955 0.006558924 1.4066355 0.12862581
6BBeG9VX6MoNAcce8dnmde,1.9591519 0.76481473 0.08481263 1.260738 0.24153277
02XnQdf7sipaKBBHixz3Zp,1.3022443 1.2597564 -0.32323894 1.5119321 -0.113308996
4VQu1ooCteGDynSZYUgvT4,2.482003 -0.138689 -0.22755708 1.1613164 -0.108121105
1Oi2zpmL81Q0yScF1zxaC0,1.3586782 0.6230513 0.00076181453 1.0856605 0.21929355
2HWWsTZxnLSUdFZ4gjsP5N,1.0587708 0.48304927 -0.018950827 0.857015 0.11125747
1QVu5qhmbU3z15izsHWQAw,1.1023257 0.53920835 -0.06972264 0.95083976 0.13528611
