track,vector
5XJJdNPkwmbUwE79gv0NxK,1.6425354 3.5334644 1.4738324 2.232509 0.68984616
0PJIbOdMs3bd5AT8liULMQ,2.5772266 0.1025362 -0.52685153 -0.6775827 -3.879435
5l3CML2OnzfNs5RfVgbcLt,4.0684547 -0.23374063 2.1832712 -2.1690571 -4.5883617
6eT7xZZlB2mwyzJ2sUKG6w,3.752809 -0.9230467 3.3920155 2.7343895 2.9916015
2d8JP84HNLKhmd6IYOoupQ,1.9514254 0.011429198 0.91962546 0.51222235 -1.6875077
0WqIKmW4BTrj3eJFmnCKMv,1.759784 1.3146288 0.458059 0.7210325 -0.14205313
0XUfyU2QviPAs6bxSpXYG4,2.3880699 0.9776242 -1.2236736 0.83778447 -1.1792274
2PpruBYCo4H7WOBJ7Q2EwM,2.530706 2.9935563 -0.07601744 -0.07712113 -0.5301285
3nAq2hCr1oWsIU54tS98pL,1.3594009 2.3353517 2.2155576 2.0202305 -1.9416718
2jyjhRf6DVbMPU5zxagN2h,4.35055 -2.8383486 0.54395324 -0.023048539 -2.1054265
7qiZfU4dY1lWllzX7mPBI3,1.9814212 -2.3574734 1.6973097 1.4342011 -1.7353289
4llK75pXNWZz6KAho2Gp16,4.468775 -1.7372979 0.52463704 -0.134723 0.498285
2CvOqDpQIMw69cCzWqr5yr,2.4483676 1.7913197 1.9378184 -0.7956058 -0.69600004
3W3KtDwAIg3mAruSpnfG3Q,3.540081 -2.3452497 0.62652856 0.03803555 -4.12707
5Q0Nhxo0l2bP3pNjpGJwV1,4.293448 -2.8147347 -0.21847203 -1.3360214 -3.3593268
7GX5flRQZVHRAGd6B4TmDO,2.0978703 4.181106 2.323943 2.4199584 0.76457745
7KwZNVEaqikRSBSpyhXK2j,2.6892576 3.7530239 6.42859 4.798993 0.19839284
7fYbFYt7X4FZvuJJC90EX0,3.5868185 -1.6787865 0.36134312 -0.5614244 -4.1892886
4Pwjz3DfvfQWV0rO2V8jyh,2.1827698 4.9662995 2.234352 1.225177 -0.67925775
343YBumqHu19cGoGARUTsd,1.7056016 0.1491498 0.013658641 1.0012066 -1.0466816
4tCtwWceOPWzenK2HAIJSb,3.4158475 -1.1999414 0.40475118 -0.79310405 -2.9155896
7wMq5n8mYSKlQIGECKUgTX,2.7786584 -1.1663696 2.3157852 1.6333964 0.51508856
7yq4Qj7cqayVTp3FF9CWbm,3.119218 1.2736 0.31304446 -1.4354224 -0.7321473
6FE2iI43OZnszFLuLtvvmg,2.6711764 -0.6656859 0.074728474 0.07110022 -1.6990868
4sPmO7WMQUAf45kwMOtONw,4.9464664 -2.3942852 1.4747561 -2.0306087 -1.4669986
2iUmqdfGZcHIhS3b9E9EWq,2.249461 -1.136864 1.0852672 -0.43026817 -0.9340198
4KW1lqgSr8TKrvBII0Brf8,3.0426738 -0.1479161 0.0011832847 0.11881566 -0.010652098
152lZdxL1OR0ZMW6KquMif,1.7131423 0.3877552 3.2390218 3.3891113 -0.79906005
6gBFPUFcJLzWGx4lenP6h2,1.9945099 3.863834 1.0224975 2.4073555 -0.031463627
4LfkoDOt4mhrbo8Ndk37sQ,4.1179175 -2.4805326 1.9178684 0.038144067 -1.0556519
3pfXxHoydFRfD7IBGJTQAN,1.7117174 1.3221831 0.36990142 0.41001967 -0.4247684
1a1i2IwXnUN0PjllVEhA4B,2.9719093 -1.7283051 1.952726 1.4960743 0.7704811
6Qyc6fS4DsZjB2mRW9DsQs,2.7487996 0.9998409 1.36216 -0.092353985 -1.3350512
2g8HN35AnVGIk7B8yMucww,2.512944 3.0251894 5.315003 3.3285124 -0.29007465
6Ius4TC0L3cN74HT7ENE6e,3.048411 5.0476665 0.5503718 0.21601489 -0.9696738
6C7RJEIUDqKkJRZVWdkfkH,1.1867386 1.6997901 1.4965509 1.2389175 -0.5181126
4aX4Oycsk1fhHIee1zqsDe,1.9985598 1.0563413 0.76019895 0.60596114 0.3098694
5KY7zgFeH2GWoL1zP9mME6,2.72773 0.28171563 -1.7102787 2.3669462 -0.9715164
5hTpBe8h35rJ67eAWHQsJx,1.6719706 2.5661728 1.9398702 5.1931596 -1.2180306
3a1lNhkSLSkpJE4MSHpDu9,2.3043077 3.901207 0.3809609 0.41591543 -1.352393
62vpWI1CHwFy7tMIcSStl8,2.3570373 3.797035 1.3459796 -0.9065013 -1.8356689
20LxTsa6936zOlzTWqoPVt,1.633102 1.925989 0.13309346 2.2838857 -0.4078791
439TlnnznSiBbQbgXiBqAd,1.7863837 4.306389 2.2303 1.7837168 -1.0811003
76Y0gxtTxN0FyDCYh5qYQj,1.659647 2.6909385 0.9389047 4.0607033 -0.6056889
11bD1JtSjlIgKgZG2134DZ,4.7234063 -1.0482447 -0.56766427 1.7316643 1.9240547
0i5el041vd6nxrGEU8QRxy,2.0097742 -2.0833468 3.2126133 1.9284133 -2.4924486
4bHsxqR3GMrXTxEPLuK5ue,2.3690038 -1.451017 -0.36568618 1.3501947 -1.92091
6hmhG1b4LEyNuashVvuIAo,2.77135 0.60126925 -0.5948925 0.136633 -2.6009743
7w87IxuO7BDcJ3YUqCyMTT,2.6232111 -0.075361714 -0.16640857 0.49852377 -0.8744139
0sFvItEeMstcUyZCleYgyj,3.2183106 -2.1393673 1.6241256 1.8503793 -0.05873039
6fxVffaTuwjgEk5h9QyRjy,3.6161723 -0.9424442 1.0282246 -1.0462148 -0.9764655
5fVZC9GiM4e8vu99W0Xf6J,2.5045805 0.02187418 -0.3961976 1.3557049 -0.9691705
7EiZI6JVHllARrX9PUvAdX,4.252752 1.2940195 4.2324967 -2.9569309 -3.2805703
4E5P1XyAFtrjpiIxkydly4,3.5227098 -1.605536 0.7384413 -0.33054516 -3.593086
6UaRii9AH6Zss9xNMEQ2M9,1.1099201 0.6294057 1.2751571 0.45825118 -0.9328072
3yfqSUWxFvZELEM4PmlwIR,2.5431209 2.8275514 1.9317384 -0.30210537 -0.5850903
6WQLkih8nE0JdUCEyLaGnQ,2.2634578 -0.74920005 0.10513719 1.0746361 -1.5192214
7vRriwrloYVaoAe3a9wJHe,4.4054313 0.46939197 4.4205375 -2.7918427 -3.887852
67T6l4q3zVjC5nZZPXByU8,3.4102817 0.5744394 0.5742711 -1.717752 -0.2942402
5uCax9HTNlzGybIStD3vDh,2.3687556 -0.9096276 2.0094893 2.5783198 -0.26962918
4Km5HrUvYTaSUfiSGPJeQR,2.4821482 3.8820753 -0.1826983 1.7812008 -0.30057254
3AJwUDP919kvQ9QcozQPxg,2.2696207 0.50105196 -0.09370045 1.5428839 0.44529843
5HGibWoxnkYSkl6mHmAlOE,2.2103217 0.7916448 0.36691415 0.7229423 -0.31161773
31G9RaSaDOI2NWcpnIp734,1.9858409 2.6229315 0.83667547 1.794725 0.16350208
2vwlzO0Qp8kfEtzTsCXfyE,2.5118542 -0.6869421 0.0047767726 0.9558727 -0.9105822
1CdkNxTlkUWR4ZnXcKES3b,2.1253803 1.1909004 0.4975921 -0.025336312 -0.6756906
0HZhYMZOcUzZKSFwPOti6m,2.4347856 0.2537108 0.6527504 0.09424256 0.8431668
6rbeWjEavBHvX2kr6lSogS,2.866053 0.12903377 -0.575288 1.0407014 -0.6050687
4dASQiO1Eoo3RJvt74FtXB,1.3594162 1.9219166 0.17355464 0.5023894 -1.7346226
0d8ZbnRoW1TJ3qEleTrYHH,2.2556818 -0.71953636 2.2069385 0.69081324 0.19562835
6Ep6BzIOB9tz3P4sWqiiAB,2.460439 0.37429684 0.5037432 0.11946824 -0.91007847
6RrXd9Hph4hYR4bf3dbM6H,2.641697 1.3770986 0.46682674 -0.5392672 -0.631828
3KYiA4vq6RPO1dE2XROXd8,1.9505758 0.207333 1.1654245 1.583277 -0.35464108
3Q4WeJmzxuDpzMu9QjQqbM,3.8001392 -2.3219264 -0.62641793 0.6451399 -2.4960814
3b0EOvScbZUc0qJx0E1L2z,1.9634426 -0.15028906 1.6617059 1.4078879 0.14875959
494OU6M7NOf4ICYb4zWCf5,2.1335647 -0.58602595 0.9637599 1.0127702 -1.124779
6GBUsjHfZuweYf5lQEz6mP,1.6326443 -1.5896492 2.0460231 2.5802815 -1.8399827
7bJwvubZZaoGE1AGEfu8Fi,3.4618585 -1.0421308 1.3464406 -1.3774155 -1.9491757
62LHRv9uwSNlBmByQF5jdE,3.4286113 1.7334449 -0.8855959 -0.4196322 -0.3089563
39afswHs17v53znQm1gDTY,4.1121407 0.11360933 1.8218108 -1.3769742 0.05967053
3S0OXQeoh0w6AY8WQVckRW,1.8612508 -0.14305696 0.49250114 0.5095362 -0.5317717
4pdPtRcBmOSQDlJ3Fk945m,1.9322208 0.63177 -0.045462552 0.31224138 -1.3427645
2i0AUcEnsDm3dsqLrFWUCq,2.20231 0.09378169 0.71171796 0.94157594 -0.047352318
36bOT34EdRNrNhCWMwNJKu,1.8216797 0.37957424 0.023774572 1.4692135 -0.6683939
5CtI0qwDJkDQGwXD1H1cLb,1.5177991 1.0386226 0.71728325 1.6552793 -0.984592
1XGmzt0PVuFgQYYnV2It7A,2.4479845 0.81369853 1.1685752 0.947335 -0.35363203
1IAzD1muglOxOcPbUHs70R,2.1737015 1.2884825 0.35890213 1.287323 -0.1654461
0EMmVUYs9ZZRHtlADB88uz,2.2243235 0.6735931 0.4261938 -0.2911236 -0.8878311
27SdWb2rFzO6GWiYDBTD9j,4.218365 -1.8110622 0.90060854 -0.8500861 -3.8045185
1XHjU0TGIgl5lMFKAF25Y3,3.1638877 -0.5256043 -0.08586663 -0.7595726 -2.3003638
4WjH9Bzt3kx7z8kl0awxh4,2.0935967 0.14383024 1.1153104 -0.2914386 -1.6859928
0azC730Exh71aQlOt9Zj3y,1.9002696 -1.2910523 0.7753394 0.6839506 -1.3966376
5OOkp4U9P9oL23maHFHL1h,2.0007308 -0.12275961 -0.513433 1.22368 -1.9652412
5vdp5UmvTsnMEMESIF2Ym7,2.2232902 0.22129694 0.41749504 1.6314778 -0.03565851
6RUKPb4LETWmmr3iAEQktW,1.9254509 -2.3732545 1.0683411 1.1568147 -1.5241421
6g1NlCpW7fgqDnWbCCDrHl,2.9642642 -0.3438243 -1.07886 0.2921627 -3.9982686
5edBgVtRD0fvWk140Sl21T,2.4028666 -0.9919469 2.1696203 1.7771565 -0.29180273
46GGxd8TVRt6FjUBfCavVT,3.4594338 -2.059701 1.548766 -1.8021389 -3.381463
7LVHVU3tWfcxj5aiPFEW4Q,2.2923677 0.7248832 0.9143009 1.3218068 0.66123617
6IcrwGdIvRsrImOnoYfG9Z,2.894026 2.909079 0.43199337 0.8410072 0.05466247
1rIKgCH4H52lrvDcz50hS8,3.0197191 1.8333939 0.224074 0.39814216 -0.9341347
5wTMQjEx9LWeFwLjolPCUy,2.5102687 0.42660123 0.36998308 0.83701205 -0.49532548
32FX4D4eT8LFP07QvlhSn8,2.0553038 0.7116851 0.7960246 0.24541906 -1.837709
2Z2vOukzwOgqR4dkymRSWd,1.9039944 0.08892241 0.27971214 1.1856798 -1.1667391
2XMTqoHHSH0lvuXrvIEdco,2.1746662 0.85286117 -0.22400402 0.44165254 -1.2394292
0IqKeD8ZSP72KbGYyzEcAs,2.7108457 -0.7030284 1.7710774 1.3162187 0.83049315
7r6am67jCRvroqkkE2TS8y,1.6541734 -0.41070777 0.07828174 1.1430969 -0.32455513
66hayvUbTotekKU3H4ta1f,3.02953 -0.4320192 1.7582248 -1.3666371 -2.2151132
7iL6o9tox1zgHpKUfh9vuC,3.8838794 1.2029895 -2.516891 1.8802402 -0.7717173
6jizk5lOUnfpaZXYMdfeC6,3.728702 0.1788764 1.4593188 -2.1460578 -3.8515162
72jbDTw1piOOj770jWNeaG,2.3501287 -1.8370464 1.0229926 0.7316298 -1.6617709
0LWQWOFoz5GJLqcHk1fRO2,2.6466382 2.3176732 -0.5082487 0.48027787 0.06966605
1LxKKYsJNPeBdOwdudsJzv,3.7771037 0.3995643 1.6357135 -2.2218053 -2.217182
7oGZAicScQt96OAW4AruYy,3.5009093 0.33581573 2.732091 -2.1434937 -3.056466
22L7bfCiAkJo5xGSQgmiIO,1.9567155 1.5672967 -0.828406 0.9631003 -0.2055759
3CRDbSIZ4r5MsZ0YwxuEkn,2.9337418 -1.4181029 1.5520647 -1.2768455 -1.3751096
4P7VFiaZb3xrXoqGwZXC3J,2.0358245 0.85808223 0.25251144 0.552972 -0.49654675
1Tt4sE4pXi57mTD1GCzsqm,2.3656917 0.34486014 -0.35428408 -0.7425646 -3.0478663
26rdOwwjC2UnweK3xeS58u,1.5586829 0.47439802 -0.6760513 0.92511356 -2.1346624
7o2CTH4ctstm8TNelqjb51,2.4503949 -0.015440631 0.35419676 0.6596821 -0.86063963
3AYcyxEACnmE6d96RPubID,1.8804439 0.5846079 1.0744511 0.27414995 -0.33399907
2gZUPNdnz5Y45eiGxpHGSc,1.4974959 0.38482842 0.59810305 0.38820657 -0.7588553
7bLBekAdZXj48UVI0QpJbO,4.0829487 0.73991054 1.8709124 -0.68190324 1.498132
0Dc7J9VPV4eOInoxUiZrsL,2.00284 0.3317504 -0.2482003 0.7987861 -1.022627
5ByAIlEEnxYdvpnezg7HTX,2.2975984 2.9888747 4.4254837 2.8978066 0.12568402
7oK9VyNzrYvRFo7nQEYkWN,1.6872355 0.31285423 0.6328952 0.74045146 -0.7056983
19gEmPjfqSZT0ulDRfjl0m,2.9113622 1.0237898 -0.11359136 0.23048048 0.3820733
12qZHAeOyTf93YAWvGDTat,2.2557049 0.26079836 0.6053881 0.96261543 -0.07180165
4scpF6J5uMBvoh6sFB7EL1,2.213017 -0.22888193 -0.22716089 -0.052918855 -2.5370135
4SRqDmPxYX0pUb5B5ut2Ri,4.331385 -1.1933059 -0.31213173 1.4663119 0.48238456
3VzJE6yGuj8fDExUh6TLnc,4.083531 1.2956338 -2.9284658 2.192984 -0.607893
5NQbUaeTEOGdD6hHcre0dZ,3.758104 -0.1803261 2.1484127 -1.2253382 0.045090735
1Ser4X0TKttOvo8bgdytTP,2.160557 -0.17728849 0.7524484 -0.34376532 -1.9950837
5yuShbu70mtHXY0yLzCQLQ,1.8316287 0.01732502 0.83142054 1.3487487 0.036586087
0SGkqnVQo9KPytSri1H6cF,2.8205492 3.1153367 -0.91435003 0.8665729 -0.7576618
4FkgULes13bk2eHrsJg4q9,2.3183863 -2.645981 4.4732513 2.5062926 -2.4111586
6p8NuHm8uCGnn2Dtbtf7zE,1.4754248 2.8087623 1.3091425 1.8036549 -0.041071065
5HuqzFfq2ulY1iBAW5CxLe,1.6240034 0.26911184 0.5708783 -0.2396935 -0.89948475
4w7yrP4RAeeyhfG9nJqQvS,2.1786563 2.6464431 1.6408216 0.8737376 0.09020704
16qYlQ6koFxYVbiJbGHblz,1.8573377 2.8546402 1.5933447 0.025821632 -1.7028812
2fQrGHiQOvpL9UgPvtYy6G,1.7363156 0.6537189 2.4634767 2.7501383 0.36372378
1wHZx0LgzFHyeIZkUydNXq,3.141095 -0.51937395 2.295588 -0.041202765 0.56078583
2bjwRfXMk4uRgOD9IBYl9h,1.9343584 2.0491714 1.0783168 2.4997056 -0.027293073
7KOlJ92bu51cltsD9KU5I7,1.4838351 2.728451 1.4408579 3.3094475 -0.29116234
3bidbhpOYeV4knp8AIu8Xn,2.7478633 -0.18459488 -0.010915727 -0.3822298 -1.3019981
2FBUoWkIuQXwayw2RNo5l6,4.8779387 -1.3477114 2.7926574 -2.104447 -2.5376632
3iVcZ5G6tvkXZkZKlMpIUs,1.2956051 2.8841355 2.5959108 2.3872032 -1.5354843
3cHyrEgdyYRjgJKSOiOtcS,1.6637703 0.21848927 -0.0075040422 0.47618103 -1.8232067
5v7kaZNsnyByrSJOfO8gKq,2.7434754 1.3102953 0.10666229 1.3264862 0.49496937
1yxgsra98r3qAtxqiGZPiX,1.3136673 2.1056159 0.7396557 1.5424323 0.42693114
1HwpWwa6bnqqRhK8agG4RS,4.167732 0.7185943 -0.52829593 -0.22711606 0.2205671
1jdNcAD8Ir58RlsdGjJJdx,3.3147664 -0.18220988 0.91047466 0.48745194 -0.08668947
2gam98EZKrF9XuOkU13ApN,2.3758702 1.9052653 -0.9546804 0.52885675 -0.6400744
7lL3MvFWFFSD25pBz72Agj,2.3335743 3.5815072 0.8379079 0.023465987 -1.714923
2y4lAQpi5VTNLu2ldeTdUH,1.7657465 -0.67802966 0.4350881 0.3266296 -1.6922477
1Slwb6dOYkBlWal1PGtnNg,2.206717 -0.1956996 0.6504596 -0.34677482 -0.8284538
3xqF04FdMK7gpIPG3SPFpY,1.7639703 1.1991813 0.48469976 0.8647707 -0.46469787
1mr3616BzLdhXfJmLmRsO8,5.626522 0.97984743 -1.2284534 -1.8025876 -0.67564505
5FEXPoPnzueFJQCPRIrC3c,2.8166962 2.8676925 1.1277561 1.9436548 0.67877084
5TvE3pk05pyFIGdSY9j4DJ,3.4778626 -0.55305356 0.7044402 0.6624208 -0.3018193
4EnkwZd0UJAuHpNMMemQaA,2.5306153 -0.59443456 1.7945747 1.2497368 0.14510298
2qOm7ukLyHUXWyR4ZWLwxA,1.2704221 1.3355414 4.4492326 1.5248735 -0.84872466
7t5m6zRwIEBxmPt8lNoPPi,4.1763496 -1.3747472 -0.26574078 0.4080005 -0.79903924
4INDiWSKvqSKDEu7mh8HFz,2.2089787 2.440282 4.570241 3.0547338 0.09711221
7ID2dydg1QFuWObmdhwzfm,2.0162716 -0.70625424 2.2857285 1.9021677 0.36190432
5j9iuo3tMmQIfnEEQOOjxh,2.0052927 0.13604997 -0.36242086 0.75277734 -1.6823816
754kgU5rWscRTfvlsuEwFp,2.6123278 0.6236511 0.73307824 0.1390616 0.3843828
5RsUlxLto4NZbhJpqJbHfN,2.3375723 0.3287813 0.65054023 1.252199 -0.25627258
2YlZnw2ikdb837oKMKjBkW,3.0261436 -1.162697 1.0429844 -0.8648092 -2.2123075
5AyL2kgLtTWEu3qO3B9SqK,2.2834604 -0.08240912 -0.3437977 1.2572311 -2.91542
7B1QliUMZv7gSTUGAfMRRD,2.5323226 -0.029460117 0.2653571 1.0836349 -0.86514974
6SwRhMLwNqEi6alNPVG00n,1.9983947 3.182744 2.0831134 1.9360832 -1.9600275
0PDUDa38GO8lMxLCRc4lL1,2.7476196 -1.2573404 0.5177461 0.018504512 -2.5790265
1WzAeadSKJhqykZFbJNmQv,1.9893315 -0.31982562 2.4925525 1.2342829 -1.0424833
6M5cQCyieE1Q8YQydVLzxL,2.66021 -0.61712325 1.1293033 -0.24653079 -1.3016325
6aGNg25mRJdqd318f9X6Wn,2.3601613 0.8726995 -0.25067446 1.0155863 0.0005196426
6enPOmd3vSFpI4jjms8kXN,2.5121458 -1.5096 2.528275 2.703548 -1.869974
0p1BcEcYVO3uk4KDf3gzkY,1.9170821 -1.605334 3.12968 1.7117065 -1.8885871
1fDsrQ23eTAVFElUMaf38X,2.4481392 -0.17927094 1.8929019 1.6633117 0.24624898
4IoYz8XqqdowINzfRrFnhi,2.2105627 -0.17189212 0.1411688 0.86518383 -0.50348353
2SiXAy7TuUkycRVbbWDEpo,1.7346144 0.4140843 0.66646224 1.2493286 -0.4261845
6DNtNfH8hXkqOX1sjqmI7p,2.645556 -1.4240103 0.7777488 -0.28554413 -2.0887616
6ZYS6QQxTLsQ6IFXdVx1r4,3.2716093 -0.43505013 2.1116652 -0.023663443 -1.9290293
6s0NHplywwr1IjnQpUpWJk,2.3886008 0.53161144 0.98631287 1.5824544 -0.29471552
19a3JfW8BQwqHWUMbcqSx8,2.6642118 0.9933222 0.61940134 1.0991752 0.12223756
7w9bgPAmPTtrkt2v16QWvQ,2.3836892 1.7088436 0.69028735 1.046448 -0.49525756
5iSEsR6NKjlC9SrIJkyL3k,2.5639386 1.2661467 0.759598 0.7598001 0.4218722
0iOZM63lendWRTTeKhZBSC,3.2396545 -0.112764105 0.17999396 2.0940137 0.2004315
4Kz4RdRCceaA9VgTqBhBfa,2.7510002 1.05187 0.24493973 0.61585546 -1.2617651
5lXcSvHRVjQJ3LB2rLKQog,2.547217 0.889847 0.80380386 0.7882802 -1.0685142
7t2bFihaDvhIrd2gn2CWJO,1.8605341 -0.30403757 -0.15125437 1.3956801 -0.999281
52vA3CYKZqZVdQnzRrdZt6,2.8306766 0.7875005 0.94826275 0.72399557 -1.4595684
7bmqcI1HQwx1PWwYyZO0lg,2.1686904 1.3074297 0.44085744 1.1625838 -0.4480895
5OiaAaIMYlCZONyDBxqk4G,1.9067956 0.5892327 0.12069003 1.1151097 -0.21427023
0uMUvbkTdjBNZ5UuHZ5PIj,1.6346904 2.173161 2.4079194 3.5041816 -0.44976872
1X2Zd5wKGbY1oKzb8dzJRy,1.5845689 0.76231635 0.5831352 0.27892044 -0.23830271
5kNe7PE09d6Kvw5pAsx23n,2.841397 1.0326142 1.557707 0.86291677 -0.6493734
0JoHqmlqE0W0i9prt6kcHR,2.9652586 2.3777592 -0.33526355 3.371323 -1.5589702
6TaqooOXAEcijL6G1AWS2K,3.5404296 1.343442 0.87769234 0.813278 -0.863911
7cgu4JBW3hq1GwTM1ilkKQ,3.558968 -2.6097198 0.93732303 0.8621078 -3.8340304
4B3RmT3cGvh8By3WY9pbIx,3.3407648 -2.2423456 3.0718975 0.8298947 -0.21470854
4TZy1wLyHec06pwgFYDh1a,2.0173721 -1.003028 0.88122845 0.7285663 -1.1713823
3U3Ff8ZvL6oEu1r98gCCWW,3.6465766 3.9344916 -0.00639805 0.2814232 -0.3991019
0OwX5aROoW1Iip8FV51Efg,2.8620117 0.70247155 1.1446478 -0.25096476 -1.4926834
7t8BYlMLFD69KP6pXgA5Aa,4.583946 -0.75018024 -2.0441544 2.5827565 -1.7546622
2DVUJ7LTIOEQqjfOZXs8iU,4.331975 -0.69525915 -1.6639673 3.186267 -1.2537615
4RL77hMWUq35NYnPLXBpih,3.5303113 -0.19769044 0.043911304 0.92376983 0.16509059
04DwTuZ2VBdJCCC5TROn7L,1.7210221 0.029099898 1.1735901 -0.4254914 -1.348797
3lSR267IJfT54p0Gfuw7mi,4.753421 -0.23724462 3.828878 -1.2326212 -1.1180189
0osPUefhvYxoB2eZw6prBt,2.3857641 2.752644 0.30047983 0.5150019 -1.5401062
7vWGeYZJUzBXKGPro05UXS,2.1493125 -0.0047124145 0.35670158 0.6104097 -0.650734
03fT3OHB9KyMtGMt2zwqCT,1.5235056 0.48173463 0.23107249 0.5282594 -0.18926449
2iXdwVdzA0KrI2Q0iZNJbX,2.132063 -0.42161354 0.8195016 0.6239549 -0.31324473
4y1LsJpmMti1PfRQV9AWWe,1.3945377 0.24387564 0.36396945 0.41584244 -0.4638282
25khomWgBVamSdKw7hzm3l,0.998486 0.022797855 2.1739824 1.6035506 -0.8197869
2dLLR6qlu5UJ5gk0dKz0h3,3.1892471 -1.1246731 0.20635411 -0.360943 -3.1134257
0Rz1KXsP4bhGxs0ffySSSn,1.959574 -0.89304364 1.3457056 0.84591454 -0.51846635
7IWkJwX9C0J7tHurTD7ViL,3.0218687 -1.574685 0.33038542 -0.03372063 -0.85352117
55nF5Tqgf0UCXH1jymBzeT,1.121936 0.06567585 0.31037512 0.024844175 -0.8139277
7hsLKGEnoiNShdIGL6ws1f,1.2261529 -0.048795592 -0.26443535 -0.03321921 -1.1164392
0wpbHnOW0zVUtV10LSj9c9,2.8327672 1.1852885 -1.1066813 1.0186068 -0.18266106
1crSsvtU9wZB15dIQXV2QH,3.0950563 0.4979014 -1.700002 1.6015768 -1.7843435
5AnCLGg35ziFOloEnXK4uu,1.905248 -0.7986009 0.23753309 0.18366864 -1.3422983
40qjDdULzkFRlivTqTggLH,2.1250696 -0.8080836 0.25081375 0.86318344 -1.0945022
1LM6t24SjQr2bJHqeGIR4U,3.5737412 -0.0140753025 -2.1103165 1.4370795 -1.8292263
6lanRgr6wXibZr8KgzXxBl,1.7359066 -0.19932449 0.35858497 0.20065647 -0.30225506
1HNs07uZxZniPNmniw2GTa,2.8499308 3.6589694 0.30756956 0.4484332 -0.7563164
0BgbobvykXxEvxo2HhCuvM,2.0090785 -0.49542066 0.8011924 0.5468836 -0.22749256
0k6DnZMLoEUH8NGD5zh2SE,2.5323243 0.0136844 1.0661663 -0.25568426 -1.9006497
59dLtGBS26x7kc0rHbaPrq,3.3473592 0.29305774 0.16200592 0.9776773 -2.5107636
4B4zDmbHdkXZ1wUJv1yKFy,3.9161546 -0.34715468 0.81022626 -1.9825217 -2.2044833
4X5f3vT8MRuXF68pfjNte5,1.4976202 2.7693758 2.805804 1.6035594 0.15353937
4riiAdWWB9qw9cJkfSWQfe,2.821335 2.5929854 0.96841073 0.9550136 0.5690668
4kNvYhyl8R6m1vykVkcuBu,2.2037942 0.72218764 1.8412489 1.5196782 0.42854944
0v9Wz8o0BT8DU38R4ddjeH,1.5258006 2.2694168 0.9495675 1.1942829 -0.7395546
4xwQXoPQP2RJ6j98vgJgVV,1.3229859 -0.22528856 0.30363026 0.8873186 -0.43632662
