token,20tokens
sb,metal:0.5 tb:0.3333333333333333 throwback:0.1111111111111111 korean:0.1111111111111111 melancholy:0.1111111111111111 running:0.1111111111111111 good:0.1111111111111111 random:0.1111111111111111 catchy:0.1111111111111111 people:0.1111111111111111 piano:0.1111111111111111 20:0.1111111111111111 go:0.1111111111111111 relaxing:0.1111111111111111 pop:0.1111111111111111 beat:0.1111111111111111 lit:0.1111111111111111 best:0.1111111111111111 musical:0.1111111111111111 old:0.1111111111111111 
random,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 legendary:0.3333333333333333 
tune,music:0.5 song:0.25 throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 random:0.2 catchy:0.2 piano:0.2 20:0.2 oldie:0.2 go:0.2 relaxing:0.2 pop:0.2 beat:0.2 lit:0.2 best:0.2 musical:0.2 old:0.2 
chill,throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 random:0.2 catchy:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 beat:0.2 lit:0.2 best:0.2 musical:0.2 old:0.2 90:0.2 top:0.2 blue:0.2 
rap,throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 random:0.2 catchy:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 beat:0.2 lit:0.2 best:0.2 musical:0.2 old:0.2 90:0.2 top:0.2 blue:0.2 
florida,motown:0.14285714285714285 cali:0.14285714285714285 top:0.1111111111111111 beat:0.1 throwback:0.08333333333333333 korean:0.08333333333333333 melancholy:0.08333333333333333 running:0.08333333333333333 good:0.08333333333333333 random:0.08333333333333333 catchy:0.08333333333333333 piano:0.08333333333333333 20:0.08333333333333333 go:0.08333333333333333 relaxing:0.08333333333333333 pop:0.08333333333333333 lit:0.08333333333333333 best:0.08333333333333333 musical:0.08333333333333333 old:0.08333333333333333 
gym,trap:0.14285714285714285 dance:0.14285714285714285 throwback:0.125 bus:0.125 musical:0.125 piano:0.1111111111111111 pump:0.1111111111111111 top:0.1111111111111111 broadway:0.1111111111111111 rom:0.1111111111111111 korean:0.1 melancholy:0.1 running:0.1 good:0.1 random:0.1 catchy:0.1 20:0.1 go:0.1 relaxing:0.1 pop:0.1 
catchy,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 legendary:0.3333333333333333 
song,oldie:0.5 music:0.3333333333333333 tune:0.25 people:0.125 throwback:0.1111111111111111 korean:0.1111111111111111 melancholy:0.1111111111111111 running:0.1111111111111111 good:0.1111111111111111 random:0.1111111111111111 catchy:0.1111111111111111 piano:0.1111111111111111 20:0.1111111111111111 go:0.1111111111111111 relaxing:0.1111111111111111 pop:0.1111111111111111 beat:0.1111111111111111 lit:0.1111111111111111 best:0.1111111111111111 musical:0.1111111111111111 
jam,throwback:0.14285714285714285 korean:0.14285714285714285 melancholy:0.14285714285714285 running:0.14285714285714285 good:0.14285714285714285 random:0.14285714285714285 catchy:0.14285714285714285 piano:0.14285714285714285 guy:0.14285714285714285 20:0.14285714285714285 go:0.14285714285714285 relaxing:0.14285714285714285 pop:0.14285714285714285 beat:0.14285714285714285 lit:0.14285714285714285 best:0.14285714285714285 musical:0.14285714285714285 old:0.14285714285714285 90:0.14285714285714285 top:0.14285714285714285 
party,throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 country:0.2 random:0.2 catchy:0.2 people:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 beat:0.2 lit:0.2 best:0.2 musical:0.2 old:0.2 90:0.2 
people,party:0.2 throwback:0.16666666666666666 korean:0.16666666666666666 melancholy:0.16666666666666666 running:0.16666666666666666 good:0.16666666666666666 random:0.16666666666666666 tune:0.16666666666666666 catchy:0.16666666666666666 piano:0.16666666666666666 20:0.16666666666666666 go:0.16666666666666666 relaxing:0.16666666666666666 pop:0.16666666666666666 beat:0.16666666666666666 lit:0.16666666666666666 music:0.16666666666666666 best:0.16666666666666666 musical:0.16666666666666666 old:0.16666666666666666 
piano,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 catchy:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 legendary:0.3333333333333333 
guy,throwback:0.16666666666666666 sarah:0.16666666666666666 korean:0.14285714285714285 melancholy:0.14285714285714285 running:0.14285714285714285 good:0.14285714285714285 random:0.14285714285714285 catchy:0.14285714285714285 jam:0.14285714285714285 piano:0.14285714285714285 20:0.14285714285714285 go:0.14285714285714285 relaxing:0.14285714285714285 pop:0.14285714285714285 beat:0.14285714285714285 lit:0.14285714285714285 best:0.14285714285714285 musical:0.14285714285714285 old:0.14285714285714285 90:0.14285714285714285 
20,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 legendary:0.3333333333333333 
summer,throwback:0.25 korean:0.25 melancholy:0.25 running:0.25 good:0.25 random:0.25 catchy:0.25 piano:0.25 20:0.25 go:0.25 relaxing:0.25 pop:0.25 beat:0.25 lit:0.25 best:0.25 musical:0.25 old:0.25 90:0.25 top:0.25 blue:0.25 
oldie,song:0.5 music:0.25 tune:0.2 people:0.1111111111111111 throwback:0.1 korean:0.1 melancholy:0.1 running:0.1 good:0.1 random:0.1 catchy:0.1 piano:0.1 20:0.1 go:0.1 relaxing:0.1 pop:0.1 beat:0.1 lit:0.1 best:0.1 musical:0.1 
go,ride:0.5 throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
relaxing,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 pop:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 legendary:0.3333333333333333 
pick,throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 random:0.2 catchy:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 beat:0.2 lit:0.2 best:0.2 musical:0.2 old:0.2 90:0.2 top:0.2 blue:0.2 
pop,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 legendary:0.3333333333333333 
pump,trap:0.2 throwback:0.14285714285714285 korean:0.14285714285714285 melancholy:0.14285714285714285 running:0.14285714285714285 good:0.14285714285714285 random:0.14285714285714285 rap:0.14285714285714285 catchy:0.14285714285714285 piano:0.14285714285714285 20:0.14285714285714285 go:0.14285714285714285 relaxing:0.14285714285714285 pop:0.14285714285714285 beat:0.14285714285714285 lit:0.14285714285714285 best:0.14285714285714285 musical:0.14285714285714285 old:0.14285714285714285 90:0.14285714285714285 
motown,cali:0.3333333333333333 florida:0.14285714285714285 top:0.14285714285714285 beat:0.125 throwback:0.1 korean:0.1 melancholy:0.1 running:0.1 good:0.1 random:0.1 catchy:0.1 piano:0.1 20:0.1 go:0.1 relaxing:0.1 pop:0.1 lit:0.1 best:0.1 musical:0.1 old:0.1 
beat,best:0.5 throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 lit:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 legendary:0.3333333333333333 
lit,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 beat:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 legendary:0.3333333333333333 
music,tune:0.5 song:0.3333333333333333 oldie:0.25 people:0.16666666666666666 throwback:0.14285714285714285 korean:0.14285714285714285 melancholy:0.14285714285714285 running:0.14285714285714285 good:0.14285714285714285 random:0.14285714285714285 catchy:0.14285714285714285 piano:0.14285714285714285 20:0.14285714285714285 go:0.14285714285714285 relaxing:0.14285714285714285 pop:0.14285714285714285 beat:0.14285714285714285 lit:0.14285714285714285 best:0.14285714285714285 musical:0.14285714285714285 
best,beat:0.5 throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 lit:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 legendary:0.3333333333333333 
cash,throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 random:0.2 catchy:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 beat:0.2 lit:0.2 best:0.2 musical:0.2 old:0.2 90:0.2 top:0.2 blue:0.2 
christmas,summer:0.2 afternoon:0.2 chill:0.14285714285714285 go:0.14285714285714285 day:0.14285714285714285 friday:0.14285714285714285 people:0.125 throwback:0.1111111111111111 korean:0.1111111111111111 melancholy:0.1111111111111111 running:0.1111111111111111 good:0.1111111111111111 random:0.1111111111111111 catchy:0.1111111111111111 piano:0.1111111111111111 20:0.1111111111111111 relaxing:0.1111111111111111 pop:0.1111111111111111 beat:0.1111111111111111 lit:0.1111111111111111 
bus,throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 hit:0.2 random:0.2 catchy:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 beat:0.2 lit:0.2 best:0.2 musical:0.2 old:0.2 90:0.2 top:0.2 
musical,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 best:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 legendary:0.3333333333333333 
volleyball,fun:0.16666666666666666 best:0.14285714285714285 throw:0.125 congratulation:0.125 hit:0.1 traveling:0.1 wedding:0.09090909090909091 people:0.09090909090909091 musical:0.09090909090909091 meow:0.09090909090909091 throwback:0.08333333333333333 korean:0.08333333333333333 melancholy:0.08333333333333333 running:0.08333333333333333 good:0.08333333333333333 random:0.08333333333333333 catchy:0.08333333333333333 piano:0.08333333333333333 20:0.08333333333333333 go:0.08333333333333333 
ride,go:0.5 traveling:0.3333333333333333 throwback:0.25 korean:0.25 melancholy:0.25 running:0.25 good:0.25 random:0.25 catchy:0.25 piano:0.25 20:0.25 relaxing:0.25 pop:0.25 beat:0.25 lit:0.25 best:0.25 musical:0.25 old:0.25 90:0.25 top:0.25 
old,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 legendary:0.3333333333333333 
90,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 legendary:0.3333333333333333 
top,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 blue:0.3333333333333333 legendary:0.3333333333333333 
blue,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 legendary:0.3333333333333333 
grass,throwback:0.14285714285714285 korean:0.125 melancholy:0.125 running:0.125 good:0.125 random:0.125 tune:0.125 catchy:0.125 piano:0.125 20:0.125 go:0.125 relaxing:0.125 pop:0.125 beat:0.125 lit:0.125 best:0.125 musical:0.125 old:0.125 90:0.125 top:0.125 
fun,best:0.2 volleyball:0.16666666666666666 throw:0.16666666666666666 congratulation:0.16666666666666666 hit:0.125 traveling:0.125 wedding:0.1111111111111111 people:0.1111111111111111 musical:0.1111111111111111 meow:0.1111111111111111 throwback:0.1 korean:0.1 melancholy:0.1 running:0.1 good:0.1 random:0.1 catchy:0.1 piano:0.1 20:0.1 go:0.1 
legendary,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
wrap,throwback:0.25 korean:0.25 melancholy:0.25 running:0.25 good:0.25 random:0.25 catchy:0.25 piano:0.25 20:0.25 go:0.25 relaxing:0.25 pop:0.25 beat:0.25 lit:0.25 best:0.25 musical:0.25 old:0.25 90:0.25 top:0.25 blue:0.25 
broadway,gym:0.1111111111111111 trap:0.1111111111111111 dance:0.1111111111111111 throwback:0.1 bus:0.1 musical:0.1 piano:0.09090909090909091 pump:0.09090909090909091 top:0.09090909090909091 rom:0.09090909090909091 korean:0.08333333333333333 melancholy:0.08333333333333333 running:0.08333333333333333 good:0.08333333333333333 random:0.08333333333333333 catchy:0.08333333333333333 20:0.08333333333333333 go:0.08333333333333333 relaxing:0.08333333333333333 pop:0.08333333333333333 
day,people:0.16666666666666666 throwback:0.14285714285714285 korean:0.14285714285714285 melancholy:0.14285714285714285 running:0.14285714285714285 good:0.14285714285714285 random:0.14285714285714285 chill:0.14285714285714285 catchy:0.14285714285714285 piano:0.14285714285714285 20:0.14285714285714285 summer:0.14285714285714285 go:0.14285714285714285 relaxing:0.14285714285714285 pop:0.14285714285714285 beat:0.14285714285714285 lit:0.14285714285714285 music:0.14285714285714285 best:0.14285714285714285 christmas:0.14285714285714285 
aaa,melancholy:0.09090909090909091 vibe:0.08333333333333333 angst:0.08333333333333333 people:0.08333333333333333 old:0.08333333333333333 high:0.08333333333333333 throwback:0.07692307692307693 korean:0.07692307692307693 running:0.07692307692307693 good:0.07692307692307693 random:0.07692307692307693 catchy:0.07692307692307693 piano:0.07692307692307693 20:0.07692307692307693 go:0.07692307692307693 relaxing:0.07692307692307693 pop:0.07692307692307693 beat:0.07692307692307693 lit:0.07692307692307693 music:0.07692307692307693 
acoustic,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
like,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
trap,throwback:0.25 korean:0.25 melancholy:0.25 running:0.25 good:0.25 random:0.25 catchy:0.25 piano:0.25 20:0.25 go:0.25 relaxing:0.25 pop:0.25 beat:0.25 lit:0.25 best:0.25 musical:0.25 old:0.25 90:0.25 top:0.25 blue:0.25 
studying,pick:0.16666666666666666 feel:0.14285714285714285 people:0.1 throwback:0.09090909090909091 korean:0.09090909090909091 melancholy:0.09090909090909091 running:0.09090909090909091 good:0.09090909090909091 random:0.09090909090909091 catchy:0.09090909090909091 piano:0.09090909090909091 20:0.09090909090909091 go:0.09090909090909091 relaxing:0.09090909090909091 pop:0.09090909090909091 beat:0.09090909090909091 lit:0.09090909090909091 music:0.09090909090909091 best:0.09090909090909091 musical:0.09090909090909091 
latin,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
cali,motown:0.3333333333333333 florida:0.14285714285714285 top:0.1111111111111111 beat:0.1 throwback:0.08333333333333333 korean:0.08333333333333333 melancholy:0.08333333333333333 running:0.08333333333333333 good:0.08333333333333333 random:0.08333333333333333 catchy:0.08333333333333333 piano:0.08333333333333333 20:0.08333333333333333 go:0.08333333333333333 relaxing:0.08333333333333333 pop:0.08333333333333333 lit:0.08333333333333333 best:0.08333333333333333 musical:0.08333333333333333 old:0.08333333333333333 
throw,hit:0.3333333333333333 throwback:0.2 korean:0.2 melancholy:0.2 running:0.2 good:0.2 random:0.2 catchy:0.2 piano:0.2 20:0.2 go:0.2 relaxing:0.2 pop:0.2 beat:0.2 lit:0.2 best:0.2 bus:0.2 musical:0.2 old:0.2 90:0.2 
back,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
meow,throwback:0.25 korean:0.25 melancholy:0.25 running:0.25 good:0.25 random:0.25 catchy:0.25 piano:0.25 20:0.25 go:0.25 relaxing:0.25 pop:0.25 beat:0.25 lit:0.25 best:0.25 musical:0.25 old:0.25 90:0.25 top:0.25 blue:0.25 
salsa,metal:0.09090909090909091 throwback:0.08333333333333333 korean:0.08333333333333333 melancholy:0.08333333333333333 running:0.08333333333333333 good:0.08333333333333333 tb:0.08333333333333333 sb:0.08333333333333333 random:0.08333333333333333 catchy:0.08333333333333333 jam:0.08333333333333333 piano:0.08333333333333333 20:0.08333333333333333 go:0.08333333333333333 relaxing:0.08333333333333333 pop:0.08333333333333333 beat:0.08333333333333333 lit:0.08333333333333333 best:0.08333333333333333 musical:0.08333333333333333 
happy,throwback:0.3333333333333333 korean:0.3333333333333333 melancholy:0.3333333333333333 running:0.3333333333333333 good:0.3333333333333333 random:0.3333333333333333 catchy:0.3333333333333333 piano:0.3333333333333333 20:0.3333333333333333 go:0.3333333333333333 relaxing:0.3333333333333333 pop:0.3333333333333333 beat:0.3333333333333333 lit:0.3333333333333333 best:0.3333333333333333 musical:0.3333333333333333 old:0.3333333333333333 90:0.3333333333333333 top:0.3333333333333333 blue:0.3333333333333333 
